Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPL19V303S,22219 ,3 3/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v303s,Mounted Bearing,22219,3 3/16 in,Imperial,QVPL19V303SB/QVPL19V303SC/QVPL19V303SEB/QVPL19V303SEC/QVPL19V303SEM/QVPL19V303SEN/QVPL19V303SEO/QVPL19V303SET/QVPL19V303SM/QVPL19V303SN/QVPL19V303SO/QVPL19V303ST,Single V-Lock,Two-Bolt Pillow Block,0883450113472/0883450113496/0883450113502/0883450113519/0883450172141/0883450172905/0883450202916/0883450203296/0883450215336/0883450215718/0883450227759/0883450228138,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA19V303S,22219 ,3 3/16 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa19v303s,Mounted Bearing,22219,3 3/16 in,Imperial,QVPA19V303SB/QVPA19V303SC/QVPA19V303SEB/QVPA19V303SEC/QVPA19V303SEM/QVPA19V303SEN/QVPA19V303SEO/QVPA19V303SET/QVPA19V303SM/QVPA19V303SN/QVPA19V303SO/QVPA19V303ST,Single V-Lock,Two-Bolt Pillow Block,883450564236/883450564243/883450584852/883450584869/883450584876/883450584883/883450584890/883450584906/883450584913/883450584920/883450584937/883450584944,4 in/101.6 mm,8 in/203.1 mm,4.9 in/124.5 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.82 in/97 mm,0.19 in/4.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN19V303S,22219 ,3 3/16 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn19v303s,Mounted Bearing,22219,3 3/16 in,Imperial,QVPN19V303SB/QVPN19V303SC/QVPN19V303SEB/QVPN19V303SEC/QVPN19V303SEM/QVPN19V303SEN/QVPN19V303SEO/QVPN19V303SET/QVPN19V303SM/QVPN19V303SN/QVPN19V303SO/QVPN19V303ST,Single V-Lock,Two-Bolt Pillow Block,883450422789/883450422796/883450422802/883450422819/883450422826/883450422833/883450422840/883450422857/883450422864/883450422871/883450422888/883450422895,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.31 in/7.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V303S,22219 ,3 3/16 in,3.94 in / 100 mm,11.02 in / 280 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v303s,Mounted Bearing,22219,3 3/16 in,Imperial,QVSN19V303SB/QVSN19V303SC/QVSN19V303SEB/QVSN19V303SEC/QVSN19V303SEM/QVSN19V303SEN/QVSN19V303SEO/QVSN19V303SET/QVSN19V303SM/QVSN19V303SN/QVSN19V303SO/QVSN19V303ST,Single V-Lock,Two-Bolt Pillow Block,0883450148368/0883450148375/0883450148405/0883450148412/0883450177467/0883450177900/0883450205078/0883450205450/0883450217491/0883450217873/0883450229913/0883450230292,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,11.02 in/280 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.33 in/8.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVP19V304S,22219 ,3 1/4 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v304s,Mounted Bearing,22219,3 1/4 in,Imperial,QVP19V304SB/QVP19V304SC/QVP19V304SEB/QVP19V304SEC/QVP19V304SEM/QVP19V304SEN/QVP19V304SEO/QVP19V304SET/QVP19V304SM/QVP19V304SN/QVP19V304SO/QVP19V304ST,Single V-Lock,Two-Bolt Pillow Block,0883450111256/0883450111270/0883450111287/0883450111294/0883450170642/0883450171397/0883450202169/0883450202541/0883450214582/0883450214964/0883450227001/0883450227384,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V304S,22220 ,3 1/4 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v304s,Mounted Bearing,22220,3 1/4 in,Imperial,QVPA20V304SB/QVPA20V304SC/QVPA20V304SEB/QVPA20V304SEC/QVPA20V304SEM/QVPA20V304SEN/QVPA20V304SEO/QVPA20V304SET/QVPA20V304SM/QVPA20V304SN/QVPA20V304SO/QVPA20V304ST,Single V-Lock,Two-Bolt Pillow Block,0883450146388/0883450146531/0883450151887/0883450152037/0883450165112/0883450168250/0883450182096/0883450183161/0883450259033/0883450260503/0883450281843/0883450281997,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V304S,22219 ,3 1/4 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v304s,Mounted Bearing,22219,3 1/4 in,Imperial,QVPL19V304SB/QVPL19V304SC/QVPL19V304SEB/QVPL19V304SEC/QVPL19V304SEM/QVPL19V304SEN/QVPL19V304SEO/QVPL19V304SET/QVPL19V304SM/QVPL19V304SN/QVPL19V304SO/QVPL19V304ST,Single V-Lock,Two-Bolt Pillow Block,0883450113533/0883450113557/0883450113564/0883450113571/0883450172158/0883450172912/0883450202923/0883450203302/0883450215343/0883450215725/0883450227766/0883450228145,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA19V304S,22219 ,3 1/4 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa19v304s,Mounted Bearing,22219,3 1/4 in,Imperial,QVPA19V304SB/QVPA19V304SC/QVPA19V304SEB/QVPA19V304SEC/QVPA19V304SEM/QVPA19V304SEN/QVPA19V304SEO/QVPA19V304SET/QVPA19V304SM/QVPA19V304SN/QVPA19V304SO/QVPA19V304ST,Single V-Lock,Two-Bolt Pillow Block,883450564250/883450564267/883450584951/883450584968/883450584975/883450584982/883450584999/883450585002/883450585019/883450585026/883450585033/883450585040,4 in/101.6 mm,8 in/203.1 mm,4.9 in/124.5 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.82 in/97 mm,0.19 in/4.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN19V304S,22219 ,3 1/4 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn19v304s,Mounted Bearing,22219,3 1/4 in,Imperial,QVPN19V304SB/QVPN19V304SC/QVPN19V304SEB/QVPN19V304SEC/QVPN19V304SEM/QVPN19V304SEN/QVPN19V304SEO/QVPN19V304SET/QVPN19V304SM/QVPN19V304SN/QVPN19V304SO/QVPN19V304ST,Single V-Lock,Two-Bolt Pillow Block,883450422901/883450422918/883450422925/883450422932/883450422949/883450422956/883450422963/883450422970/883450422987/883450422994/883450423007/883450423014,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.31 in/7.8 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V304S,22219 ,3 1/4 in,3.94 in / 100 mm,11.02 in / 280 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v304s,Mounted Bearing,22219,3 1/4 in,Imperial,QVSN19V304SB/QVSN19V304SC/QVSN19V304SEB/QVSN19V304SEC/QVSN19V304SEM/QVSN19V304SEN/QVSN19V304SEO/QVSN19V304SET/QVSN19V304SM/QVSN19V304SN/QVSN19V304SO/QVSN19V304ST,Single V-Lock,Two-Bolt Pillow Block,0883450148467/0883450148474/0883450148504/0883450148511/0883450177474/0883450177917/0883450205085/0883450205467/0883450217507/0883450217880/0883450229920/0883450230308,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,11.02 in/280 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.33 in/8.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVP19V307S,22219 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v307s,Mounted Bearing,22219,3 7/16 in,Imperial,QVP19V307SB/QVP19V307SC/QVP19V307SEB/QVP19V307SEC/QVP19V307SEM/QVP19V307SEN/QVP19V307SEO/QVP19V307SET/QVP19V307SM/QVP19V307SN/QVP19V307SO/QVP19V307ST,Single V-Lock,Two-Bolt Pillow Block,0883450111317/0883450111331/0883450111348/0883450111355/0883450170666/0883450171410/0883450202183/0883450202565/0883450214605/0883450214988/0883450227025/0883450227407,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V307S,22220 ,3 7/16 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v307s,Mounted Bearing,22220,3 7/16 in,Imperial,QVPA20V307SB/QVPA20V307SC/QVPA20V307SEB/QVPA20V307SEC/QVPA20V307SEM/QVPA20V307SEN/QVPA20V307SEO/QVPA20V307SET/QVPA20V307SM/QVPA20V307SN/QVPA20V307SO/QVPA20V307ST,Single V-Lock,Two-Bolt Pillow Block,0883450048491/0883450048521/0883450206099/0883450206242/0883450218528/0883450218672/0883450230940/0883450231091/0883450239684/0883450239837/0883450244640/0883450244794,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V307S,22219 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v307s,Mounted Bearing,22219,3 7/16 in,Imperial,QVPL19V307SB/QVPL19V307SC/QVPL19V307SEB/QVPL19V307SEC/QVPL19V307SEM/QVPL19V307SEMNP/QVPL19V307SEMNPFG/QVPL19V307SEN/QVPL19V307SEO/QVPL19V307SET/QVPL19V307SM/QVPL19V307SMNP/QVPL19V307SMNPFG/QVPL19V307SN/QVPL19V307SO/QVPL19V307ST,Single V-Lock,Two-Bolt Pillow Block,0883450113595/0883450113618/0883450113625/0883450113632/0883450172172/0883450172936/0883450202947/0883450203326/0883450215367/0883450215749/0883450227780/0883450228169/0883450493840/0883450493857/0883450497398/0883450497404,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN20V307S,22220 ,3 7/16 in,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn20v307s,Mounted Bearing,22220,3 7/16 in,Imperial,QVPN20V307SB/QVPN20V307SC/QVPN20V307SEB/QVPN20V307SEC/QVPN20V307SEM/QVPN20V307SEN/QVPN20V307SEO/QVPN20V307SET/QVPN20V307SM/QVPN20V307SN/QVPN20V307SO/QVPN20V307ST/QVPN20V307STHT,Single V-Lock,Two-Bolt Pillow Block,0883450058315/0883450058346/0883450205801/0883450205948/0883450218221/0883450218375/0883450230643/0883450230797/0883450239387/0883450239530/0883450244343/0883450244497/0883450434782,4.41 in/112 mm,8.54 in/216.9 mm,4.89 in/124.2 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,3.94 in/100.1 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V307S,22219 ,3 7/16 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v307s,Mounted Bearing,22219,3 7/16 in,Imperial,QVSN19V307SB/QVSN19V307SC/QVSN19V307SEB/QVSN19V307SEC/QVSN19V307SEM/QVSN19V307SEN/QVSN19V307SEO/QVSN19V307SET/QVSN19V307SM/QVSN19V307SN/QVSN19V307SO/QVSN19V307ST,Single V-Lock,Two-Bolt Pillow Block,0883450148764/0883450148771/0883450148801/0883450148818/0883450177498/0883450177931/0883450205108/0883450205481/0883450217521/0883450217903/0883450229944/0883450230322,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.53 in/39 mm,0.875 in/24 mm,4.02 in/102 mm,0.33 in/8.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVP19V308S,22219 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v308s,Mounted Bearing,22219,3 1/2 in,Imperial,QVP19V308SB/QVP19V308SC/QVP19V308SEB/QVP19V308SEC/QVP19V308SEM/QVP19V308SEN/QVP19V308SEO/QVP19V308SET/QVP19V308SM/QVP19V308SN/QVP19V308SO/QVP19V308ST,Single V-Lock,Two-Bolt Pillow Block,0883450111379/0883450111393/0883450111409/0883450111416/0883450170673/0883450171427/0883450202190/0883450202572/0883450214612/0883450214995/0883450227032/0883450227414,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v308s,Mounted Bearing,22220,3 1/2 in,Imperial,QVPA20V308SB/QVPA20V308SC/QVPA20V308SEB/QVPA20V308SEC/QVPA20V308SEM/QVPA20V308SEN/QVPA20V308SEO/QVPA20V308SET/QVPA20V308SM/QVPA20V308SN/QVPA20V308SO/QVPA20V308ST,Single V-Lock,Two-Bolt Pillow Block,0883450048590/0883450048620/0883450206105/0883450206259/0883450218535/0883450218689/0883450230957/0883450231107/0883450239691/0883450239844/0883450244657/0883450244800,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V308S,22219 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v308s,Mounted Bearing,22219,3 1/2 in,Imperial,QVPL19V308SB/QVPL19V308SC/QVPL19V308SEB/QVPL19V308SEC/QVPL19V308SEM/QVPL19V308SEN/QVPL19V308SEO/QVPL19V308SET/QVPL19V308SM/QVPL19V308SN/QVPL19V308SO/QVPL19V308ST,Single V-Lock,Two-Bolt Pillow Block,0883450113656/0883450113670/0883450113687/0883450113694/0883450172189/0883450172943/0883450202954/0883450203333/0883450215374/0883450215756/0883450227797/0883450228176,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN20V308S,22220 ,3 1/2 in,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn20v308s,Mounted Bearing,22220,3 1/2 in,Imperial,QVPN20V308SB/QVPN20V308SC/QVPN20V308SEB/QVPN20V308SEC/QVPN20V308SEM/QVPN20V308SEN/QVPN20V308SEO/QVPN20V308SET/QVPN20V308SM/QVPN20V308SN/QVPN20V308SO/QVPN20V308ST,Single V-Lock,Two-Bolt Pillow Block,0883450058414/0883450058445/0883450205818/0883450205955/0883450218238/0883450218382/0883450230650/0883450230803/0883450239394/0883450239547/0883450244350/0883450244503,4.41 in/112 mm,8.54 in/216.9 mm,4.89 in/124.2 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,3.94 in/100.1 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
