Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension KA,Dimension L,Dimension M,Dimension RA,Dimension SA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QASN18A308S,22218 ,3 1/2 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn18a308s-4,Mounted Bearing,22218,3 1/2 in,Imperial,QASN18A308SB/QASN18A308SC/QASN18A308SEB/QASN18A308SEC/QASN18A308SEM/QASN18A308SEN/QASN18A308SEO/QASN18A308SET/QASN18A308SM/QASN18A308SN/QASN18A308SO/QASN18A308ST,Single Concentric,Two-Bolt Pillow Block,0883450355353/0883450355360/0883450355377/0883450355384/0883450355391/0883450355407/0883450355414/0883450355421/0883450355438/0883450355445/0883450355452/0883450355469,4.41 in/112 mm,8.35 in/212 mm,5.12 in/130 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.54 in/39 mm,0.875 in/24 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.24 in/6 mm,4.02 in/102 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPMD18A308S,22218 ,3 1/2 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd18a308s,Mounted Bearing,22218,3 1/2 in,Imperial,,Single Concentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL20A311S,22220 ,3 11/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl20a311s,Mounted Bearing,22220,3 11/16 in,Imperial,QAPL20A311SET/QAPL20A311ST,Single Concentric,Two-Bolt Pillow Block,883450513845/883450513869,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.13 in/54.1 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QASN20A311S,22220 ,3 11/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn20a311s,Mounted Bearing,22220,3 11/16 in,Imperial,QASN20A311SB/QASN20A311SC/QASN20A311SEB/QASN20A311SEC/QASN20A311SEM/QASN20A311SEN/QASN20A311SEO/QASN20A311SET/QASN20A311SM/QASN20A311SN/QASN20A311SO/QASN20A311ST,Single Concentric,Two-Bolt Pillow Block,883450355599/883450355605/883450355612/883450355629/883450355636/883450355643/883450355650/883450355667/883450355674/883450355681/883450355698/883450355704,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.39 in/10 mm,4.61 in/117 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QASN20A312S,22220 ,3 3/4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn20a312s,Mounted Bearing,22220,3 3/4 in,Imperial,QASN20A312SB/QASN20A312SC/QASN20A312SEB/QASN20A312SEC/QASN20A312SEM/QASN20A312SEN/QASN20A312SEO/QASN20A312SET/QASN20A312SM/QASN20A312SN/QASN20A312SO/QASN20A312ST,Single Concentric,Two-Bolt Pillow Block,883450355711/883450355728/883450355735/883450355742/883450355759/883450355766/883450355773/883450355780/883450355797/883450355803/883450355810/883450355827,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.39 in/10 mm,4.61 in/117 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAP20A315S,22220 ,3 15/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap20a315s,Mounted Bearing,22220,3 15/16 in,Imperial,QAP20A315SB/QAP20A315SC/QAP20A315SEB/QAP20A315SEC/QAP20A315SEM/QAP20A315SEN/QAP20A315SEO/QAP20A315SET/QAP20A315SETSLA/QAP20A315SETSLD/QAP20A315SM/QAP20A315SN/QAP20A315SO/QAP20A315ST/QAP20A315STSLA/QAP20A315STSLD,Single Concentric,Two-Bolt Pillow Block,0883450045605/0883450045612/0883450045636/0883450045643/0883450045650/0883450045667/0883450045674/0883450045681/0883450187961/0883450188128/0883450265461/0883450265621/0883450457408/0883450457415/0883450955508/0883450955515,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAPL20A315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl20a315s,Mounted Bearing,22220,3 15/16 in,Imperial,QAPL20A315SB/QAPL20A315SC/QAPL20A315SEB/QAPL20A315SEC/QAPL20A315SEM/QAPL20A315SEN/QAPL20A315SEO/QAPL20A315SET/QAPL20A315SM/QAPL20A315SN/QAPL20A315SO/QAPL20A315ST,Single Concentric,Two-Bolt Pillow Block,0883450048309/0883450048316/0883450048330/0883450048347/0883450048354/0883450048361/0883450048378/0883450048385/0883450188609/0883450188760/0883450266109/0883450266260,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.13 in/54.1 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAP20A315S - Stainless,22220 ,3 15/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap20a315s-stainless,Mounted Bearing,22220,3 15/16 in,Imperial,QAP20A315SBSS/QAP20A315SCSS/QAP20A315SEBSS/QAP20A315SECSS/QAP20A315SEMSS/QAP20A315SENSS/QAP20A315SEOSS/QAP20A315SETSS/QAP20A315SMSS/QAP20A315SNSS/QAP20A315SOSS/QAP20A315STSS,Single Concentric,Two-Bolt Pillow Block,0883450706407/0883450706414/0883450706421/0883450706438/0883450706445/0883450706452/0883450706469/0883450706476/0883450706483/0883450706490/0883450706506/0883450706513,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QASN20A315S,22220 ,3 15/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn20a315s-4,Mounted Bearing,22220,3 15/16 in,Imperial,QASN20A315SB/QASN20A315SC/QASN20A315SEB/QASN20A315SEC/QASN20A315SEM/QASN20A315SEN/QASN20A315SEO/QASN20A315SET/QASN20A315SM/QASN20A315SN/QASN20A315SO/QASN20A315ST,Single Concentric,Two-Bolt Pillow Block,0883450355834/0883450355841/0883450355858/0883450355865/0883450355872/0883450355889/0883450355896/0883450355902/0883450355919/0883450355926/0883450355933/0883450355940,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.39 in/10 mm,4.61 in/117 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAP20A400S,22220 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap20a400s,Mounted Bearing,22220,4 in,Imperial,QAP20A400SB/QAP20A400SC/QAP20A400SEB/QAP20A400SEC/QAP20A400SEM/QAP20A400SEN/QAP20A400SEO/QAP20A400SET/QAP20A400SM/QAP20A400SN/QAP20A400SO/QAP20A400ST,Single Concentric,Two-Bolt Pillow Block,0883450045704/0883450045711/0883450045735/0883450045742/0883450045759/0883450045766/0883450045773/0883450045780/0883450187978/0883450188135/0883450265478/0883450265638,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAPL20A400S,22220 ,4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl20a400s,Mounted Bearing,22220,4 in,Imperial,QAPL20A400SB/QAPL20A400SC/QAPL20A400SEB/QAPL20A400SEC/QAPL20A400SEM/QAPL20A400SEN/QAPL20A400SEO/QAPL20A400SET/QAPL20A400SM/QAPL20A400SN/QAPL20A400SO/QAPL20A400ST,Single Concentric,Two-Bolt Pillow Block,0883450048408/0883450048415/0883450048439/0883450048446/0883450048453/0883450048460/0883450048477/0883450048484/0883450188616/0883450188777/0883450266116/0883450266277,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.13 in/54.1 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAP20A400S - Stainless,22220 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap20a400s-stainless,Mounted Bearing,22220,4 in,Imperial,QAP20A400SBSS/QAP20A400SCSS/QAP20A400SEBSS/QAP20A400SECSS/QAP20A400SEMSS/QAP20A400SENSS/QAP20A400SEOSS/QAP20A400SETSS/QAP20A400SMSS/QAP20A400SNSS/QAP20A400SOSS/QAP20A400STSS,Single Concentric,Two-Bolt Pillow Block,0883450706643/0883450706650/0883450706667/0883450706674/0883450706681/0883450706698/0883450706704/0883450706711/0883450706728/0883450706735/0883450706742/0883450706759,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.97 in/75.4 mm,0.24 in/6.1 mm,4.6 in/116.8 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QASN20A400S,22220 ,4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn20a400s-4,Mounted Bearing,22220,4 in,Imperial,QASN20A400SB/QASN20A400SC/QASN20A400SEB/QASN20A400SEC/QASN20A400SEM/QASN20A400SEN/QASN20A400SEO/QASN20A400SET/QASN20A400SM/QASN20A400SN/QASN20A400SO/QASN20A400ST,Single Concentric,Two-Bolt Pillow Block,0883450355957/0883450355964/0883450355971/0883450355988/0883450355995/0883450356008/0883450356015/0883450356022/0883450356039/0883450356046/0883450356053/0883450356060,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.39 in/10 mm,4.61 in/117 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QAP08A035S,22208 ,35 mm,1.88 in / 47.8 mm,4.69 in / 119.1 mm,6 in / 152.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap08a035s,Mounted Bearing,22208,35 mm,Metric,QAP08A035SB/QAP08A035SC/QAP08A035SEB/QAP08A035SEC/QAP08A035SEM/QAP08A035SEN/QAP08A035SEO/QAP08A035SET/QAP08A035SM/QAP08A035SN/QAP08A035SO/QAP08A035ST,Single Concentric,Two-Bolt Pillow Block,0883450403092/0883450403108/0883450403115/0883450403122/0883450403139/0883450403146/0883450403153/0883450403160/0883450403177/0883450403184/0883450403191/0883450403207,1.88 in/47.8 mm,3.73 in/94.7 mm,2.38 in/60.5 mm,4.69 in/119.1 mm,6 in/152.4 mm,6.88 in/174.8 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QAPL08A035S,22208 ,35 mm,1.88 in / 47.8 mm,4.69 in / 119.1 mm,6 in / 152.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl08a035s,Mounted Bearing,22208,35 mm,Metric,QAPL08A035SB/QAPL08A035SC/QAPL08A035SEB/QAPL08A035SEC/QAPL08A035SEM/QAPL08A035SEN/QAPL08A035SEO/QAPL08A035SET/QAPL08A035SM/QAPL08A035SN/QAPL08A035SO/QAPL08A035ST,Single Concentric,Two-Bolt Pillow Block,883450403450/883450403467/883450403474/883450403481/883450403498/883450403504/883450403511/883450403528/883450403535/883450403542/883450403559/883450403566,1.88 in/47.8 mm,3.73 in/94.7 mm,2.38 in/60.5 mm,4.69 in/119.1 mm,6 in/152.4 mm,6.88 in/174.8 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QASN08A035S,22208 ,35 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn08a035s,Mounted Bearing,22208,35 mm,Metric,QASN08A035SB/QASN08A035SC/QASN08A035SEB/QASN08A035SEC/QASN08A035SEM/QASN08A035SEN/QASN08A035SEO/QASN08A035SET/QASN08A035SM/QASN08A035SN/QASN08A035SO/QASN08A035ST,Single Concentric,Two-Bolt Pillow Block,883450403818/883450403825/883450403832/883450403849/883450403856/883450403863/883450403870/883450403887/883450403894/883450403900/883450403917/883450403924,2.36 in/60 mm,4.37 in/111 mm,2.38 in/60.5 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,1 in/25.4 mm,2.95 in/73.2 mm,1.75 in/44.5 mm,0.20 in/5 mm,2.75 in/70 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QAPMD08A035S,22208 ,35 mm,2.13 in / 54.1 mm,5.18 in / 131.6 mm,5.88 in / 149.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd08a035s,Mounted Bearing,22208,35 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,2.13 in/54.1 mm,4.35 in/110.5 mm,2.38 in/60.5 mm,5.18 in/131.6 mm,5.88 in/149.4 mm,7-1/4 in/184.2 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QAP08A035S - Stainless,22208 ,35 mm,1.88 in / 47.8 mm,4.69 in / 119.1 mm,6 in / 152.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap08a035s-stainless,Mounted Bearing,22208,35 mm,Metric,QAP08A035SBSS/QAP08A035SCSS/QAP08A035SEBSS/QAP08A035SECSS/QAP08A035SEMSS/QAP08A035SENSS/QAP08A035SEOSS/QAP08A035SETSS/QAP08A035SMSS/QAP08A035SNSS/QAP08A035SOSS/QAP08A035STSS,Single Concentric,Two-Bolt Pillow Block,883450700047/883450700054/883450700061/883450700078/883450700085/883450700092/883450700108/883450700115/883450700122/883450700139/883450700146/883450700153,1.88 in/47.8 mm,3.73 in/94.7 mm,2.38 in/60.5 mm,4.69 in/119.1 mm,6 in/152.4 mm,6.88 in/174.8 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QAP09A040S,22209 ,40 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap09a040s,Mounted Bearing,22209,40 mm,Metric,QAP09A040SB/QAP09A040SC/QAP09A040SEB/QAP09A040SEC/QAP09A040SEM/QAP09A040SEN/QAP09A040SEO/QAP09A040SET/QAP09A040SM/QAP09A040SN/QAP09A040SO/QAP09A040ST,Single Concentric,Two-Bolt Pillow Block,883450962292/883450962308/883450962315/883450962322/883450962339/883450962346/883450962353/883450962360/883450962377/883450962384/883450962391/883450962407,2.25 in/57.2 mm,4.25 in/108 mm,2.63 in/66.8 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.07 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAPL09A040S,22209 ,40 mm,2.13 in / 54.1 mm,5.25 in / 133.4 mm,5.75 in / 146.1 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl09a040s,Mounted Bearing,22209,40 mm,Metric,QAPL09A040SB/QAPL09A040SC/QAPL09A040SEB/QAPL09A040SEC/QAPL09A040SEM/QAPL09A040SEN/QAPL09A040SEO/QAPL09A040SET/QAPL09A040SM/QAPL09A040SN/QAPL09A040SO/QAPL09A040ST,Single Concentric,Two-Bolt Pillow Block,883450962773/883450962780/883450962797/883450962803/883450962810/883450962827/883450962834/883450962841/883450962858/883450962865/883450962872/883450962889,2.13 in/54.1 mm,4.13 in/104.9 mm,2.63 in/66.8 mm,5.25 in/133.4 mm,5.75 in/146.1 mm,7.13 in/181.1 mm,2.37 in/60.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,1 in/25.4 mm,3.06 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
