Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,Full Timken Part Number,UPC Code
TAPN28K500S,22228 ,5 in,5.906 in / 150 mm,15.13 in / 384.3 mm,17.38 in / 441.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.906 in/150 mm,11.36 in/288.5 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.38 in/441.5 mm,19.68 in/499.9 mm,4.25 in/108 mm,1.94 in/49.3 mm,1.25 in/30 mm,4.74 in/120.4 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPA28K500S,22228 ,5 in,6 in / 152.4 mm,15.13 in / 384.3 mm,17.38 in / 441.3 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,6 in/152.4 mm,11.7 in/297.2 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.38 in/441.3 mm,19.68 in/499.9 mm,4.25 in/108 mm,2.04 in/51.8 mm,1.25 in/30 mm,4.74 in/120.4 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TASD09K040S,22209 ,40 mm,2.88 in / 73.2 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,Mounted Bearing,22209,40 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.88 in/73.2 mm,4.88 in/124 mm,2.56 in/65 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,9 in/228.6 mm,2.03 in/51.7 mm,1.14 in/29 mm,0.5 in/12 mm,2.23 in/56.6 mm,1.21 in/30.7 mm,1.98 in/50.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm,,
TAPN09K040S,22209 ,40 mm,2.362 in / 60 mm,6.25 in / 158.8 mm,7 in / 177.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,Mounted Bearing,22209,40 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.362 in/60 mm,4.25 in/108 mm,2.56 in/65 mm,6.25 in/158.8 mm,7 in/177.8 mm,8.25 in/209.6 mm,2.1 in/53.3 mm,1.14 in/29 mm,0.5 in/12 mm,2.26 in/57.4 mm,1.21 in/30.7 mm,1.98 in/50.3 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm,,
TAPA09K040S,22209 ,40 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7 in / 177.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,Mounted Bearing,22209,40 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.25 in/57.2 mm,4.25 in/108 mm,2.56 in/65 mm,6.25 in/158.8 mm,7 in/177.8 mm,8.25 in/209.6 mm,2.1 in/53.3 mm,1.14 in/29 mm,0.5 in/12 mm,2.26 in/57.4 mm,1.21 in/30.7 mm,1.98 in/50.3 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm,,
TADI09K040S,22209 ,40 mm,2.63 in / 66.8 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,Mounted Bearing,22209,40 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.63 in/66.8 mm,5 in/127 mm,2.56 in/65 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,9 in/228.6 mm,2.03 in/51.7 mm,1.25 in/31.8 mm,0.5 in/12 mm,2.23 in/56.6 mm,1.21 in/30.7 mm,1.98 in/50.3 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm,TADI09K040SB/TADI09K040SC/TADI09K040SEB/TADI09K040SEC/TADI09K040SEM/TADI09K040SEN/TADI09K040SEO/TADI09K040SET/TADI09K040SM/TADI09K040SN/TADI09K040SO/TADI09K040ST,
DVP09K40S,22209 ,40 mm,2.13 in / 54.1 mm,4.69 in / 119.1 mm,6.5 in / 165.1 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,Mounted Bearing,22209,40 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.13 in/54.1 mm,4.13 in/104.9 mm,2.56 in/65 mm,4.69 in/119.1 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,2.1 in/53.3 mm,1 in/25.4 mm,0.5 in/12 mm,2.26 in/57.4 mm,1.21 in/30.7 mm,1.98 in/50.3 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm,DVP09K40SB/DVP09K40SC/DVP09K40SEB/DVP09K40SEC/DVP09K40SEM/DVP09K40SEN/DVP09K40SEO/DVP09K40SET/DVP09K40SM/DVP09K40SN/DVP09K40SO/DVP09K40ST,
TASD10K045S,22210 ,45 mm,3.13 in / 79.5 mm,7.56 in / 192 mm,7.94 in / 201.7 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,Mounted Bearing,22210,45 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.13 in/79.5 mm,5.5 in/139.7 mm,2.76 in/70.1 mm,7.56 in/192 mm,7.94 in/201.7 mm,9.5 in/241.3 mm,2.03 in/51.7 mm,1.25 in/31.8 mm,0.5 in/12 mm,2.34 in/59.4 mm,1.32 in/33.5 mm,2.17 in/55 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm,,
TAPN10K045S,22210 ,45 mm,2.362 in / 60 mm,6.5 in / 165.1 mm,7 in / 177.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,Mounted Bearing,22210,45 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.362 in/60 mm,4.73 in/120.1 mm,2.76 in/70.1 mm,6.5 in/165.1 mm,7 in/177.8 mm,8.25 in/209.6 mm,2.16 in/54.9 mm,1.11 in/28.2 mm,0.5 in/12 mm,2.4 in/61 mm,1.32 in/33.5 mm,2.17 in/55.1 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm,,
TAPA10K045S,22210 ,45 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7 in / 177.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,Mounted Bearing,22210,45 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.5 in/63.5 mm,4.87 in/123.7 mm,2.76 in/70.1 mm,6.5 in/165.1 mm,7 in/177.8 mm,8.25 in/209.6 mm,2.16 in/54.9 mm,1.25 in/31.8 mm,0.5 in/12 mm,2.4 in/61 mm,1.32 in/33.5 mm,2.17 in/55.1 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm,,
TADI10K045S,22210 ,45 mm,2.88 in / 73.2 mm,7.38 in / 187.5 mm,7.94 in / 201.7 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,Mounted Bearing,22210,45 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.88 in/73.2 mm,5.46 in/138.7 mm,2.76 in/70.1 mm,7.38 in/187.5 mm,7.94 in/201.7 mm,10 in/254 mm,2.03 in/51.7 mm,1.25 in/31.8 mm,0.5 in/12 mm,2.57 in/65.3 mm,1.32 in/33.5 mm,2.17 in/55.1 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm,TADI10K045SB/TADI10K045SC/TADI10K045SEB/TADI10K045SEC/TADI10K045SEM/TADI10K045SEN/TADI10K045SEO/TADI10K045SET/TADI10K045SM/TADI10K045SN/TADI10K045SO/TADI10K045ST,
DVP10K45S,22210 ,45 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,Mounted Bearing,22210,45 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.25 in/57.2 mm,4.62 in/117.3 mm,2.76 in/70.1 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.16 in/54.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.4 in/61 mm,1.32 in/33.5 mm,2.17 in/55.1 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm,DVP10K45SB/DVP10K45SC/DVP10K45SEB/DVP10K45SEC/DVP10K45SEM/DVP10K45SEN/DVP10K45SEO/DVP10K45SET/DVP10K45SM/DVP10K45SN/DVP10K45SO/DVP10K45ST,
DVP11K050S,22211 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.25 in/57.2 mm,4.86 in/123.4 mm,2.95 in/74.9 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.43 in/61.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.62 in/66.5 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,DVP11K050SB/DVP11K050SC/DVP11K050SEB/DVP11K050SEC/DVP11K050SEM/DVP11K050SEN/DVP11K050SEO/DVP11K050SET/DVP11K050SM/DVP11K050SN/DVP11K050SO/DVP11K050ST,0883450007528/0883450007535/0883450007559/0883450007566/0883450007573/0883450007580/0883450007597/0883450007603/0883450195652/0883450195850/0883450273169/0883450273367
TAPA11K050S,22211 ,50 mm,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.75 in/69.9 mm,5.33 in/135.4 mm,2.95 in/74.9 mm,6.5 in/165.1 mm,8.7 in/221 mm,9.88 in/251 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.59 in/65.8 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TAPA11K050SB/TAPA11K050SC/TAPA11K050SEB/TAPA11K050SEC/TAPA11K050SEM/TAPA11K050SEN/TAPA11K050SEO/TAPA11K050SET/TAPA11K050SM/TAPA11K050SN/TAPA11K050SO/TAPA11K050ST,0883450124379/0883450124386/0883450124409/0883450124416/0883450124423/0883450124430/0883450124447/0883450124454/0883450197663/0883450197861/0883450275163/0883450275361
TAPN11K050S,22211 ,50 mm,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.75 in/69.9 mm,5.33 in/135.4 mm,2.95 in/74.9 mm,6.5 in/165.1 mm,8.7 in/221 mm,9.88 in/251 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.59 in/65.8 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TAPN11K050SB/TAPN11K050SC/TAPN11K050SEB/TAPN11K050SEC/TAPN11K050SEM/TAPN11K050SEN/TAPN11K050SEO/TAPN11K050SET/TAPN11K050SM/TAPN11K050SN/TAPN11K050SO/TAPN11K050ST/TAPN11K050ST-W/1/8-28FITGSTOP,0883450132121/0883450132138/0883450132152/0883450132169/0883450132176/0883450132183/0883450132190/0883450132206/0883450197250/0883450197465/0883450274760/0883450274968/0883450491600
TASD11K050S,22211 ,50 mm,3.25 in / 82.6 mm,8.25 in / 209.6 mm,9.25 in / 235 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,5.83 in/148.1 mm,2.95 in/74.9 mm,8.25 in/209.6 mm,9.25 in/235 mm,11 in/279.4 mm,2.26 in/57.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.53 in/64.3 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,,
TADI11K050S,22211 ,50 mm,2.88 in / 73.2 mm,7.38 in / 187.5 mm,7.94 in / 201.7 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.88 in/73.2 mm,5.46 in/138.7 mm,2.95 in/74.9 mm,7.38 in/187.5 mm,7.94 in/201.7 mm,10 in/254 mm,2.26 in/57.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.53 in/64.3 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TADI11K050SB/TADI11K050SC/TADI11K050SEB/TADI11K050SEC/TADI11K050SEM/TADI11K050SEN/TADI11K050SEO/TADI11K050SET/TADI11K050SM/TADI11K050SN/TADI11K050SO/TADI11K050ST,
TAPN12K055S,22212 ,55 mm,2.756 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.756 in/70 mm,5.53 in/140.5 mm,3.14 in/79.8 mm,7 in/177.8 mm,8.63 in/219.2 mm,10 in/254 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.66 in/67.6 mm,1.48 in/37.6 mm,2.44 in/62 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm,,
DVP13K060S,22213 ,60 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.87 in / 199.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.5 in/63.5 mm,5.47 in/138.9 mm,3.35 in/85.1 mm,6.5 in/165.1 mm,7.87 in/199.9 mm,9.63 in/244.6 mm,2.78 in/70.6 mm,1.29 in/32.8 mm,0.625 in/16 mm,2.95 in/74.9 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,DVP13K060SB/DVP13K060SC/DVP13K060SEB/DVP13K060SEC/DVP13K060SEM/DVP13K060SEN/DVP13K060SEO/DVP13K060SET/DVP13K060SM/DVP13K060SN/DVP13K060SO/DVP13K060ST,0883450007825/0883450007832/0883450007856/0883450007863/0883450007870/0883450007887/0883450007894/0883450007900/0883450195683/0883450195881/0883450273190/0883450273398
TAPA13K060S,22213 ,60 mm,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3 in/76.2 mm,5.95 in/151.1 mm,3.35 in/85.1 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.61 in/269.5 mm,2.7 in/68.6 mm,1.23 in/31.2 mm,0.625 in/16 mm,2.91 in/73.9 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TAPA13K060SB/TAPA13K060SC/TAPA13K060SEB/TAPA13K060SEC/TAPA13K060SEM/TAPA13K060SEN/TAPA13K060SEO/TAPA13K060SET/TAPA13K060SM/TAPA13K060SN/TAPA13K060SO/TAPA13K060ST,0883450124676/0883450124683/0883450124706/0883450124713/0883450124720/0883450124737/0883450124744/0883450124751/0883450197694/0883450197892/0883450275194/0883450275392
TAPKT13K060S,22213 ,60 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3 in/76.2 mm,6.05 in/153.7 mm,3.35 in/85.1 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.01 in/76.5 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TAPKT13K060SB/TAPKT13K060SC/TAPKT13K060SEB/TAPKT13K060SEC/TAPKT13K060SEM/TAPKT13K060SEN/TAPKT13K060SEO/TAPKT13K060SET/TAPKT13K060SM/TAPKT13K060SN/TAPKT13K060SO/TAPKT13K060ST,0883450085816/0883450085847/0883450276344/0883450276412/0883450278089/0883450278157/0883450278225/0883450278294/0883450278362/0883450278430/0883450278508/0883450278577
TAPN13K060S,22213 ,60 mm,3.15 in / 80 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.15 in/80 mm,6.1 in/154.9 mm,3.35 in/85.1 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.31 in/261.9 mm,2.7 in/68.6 mm,1.38 in/35.1 mm,0.625 in/16 mm,2.91 in/73.9 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TAPN13K060SB/TAPN13K060SC/TAPN13K060SEB/TAPN13K060SEC/TAPN13K060SEM/TAPN13K060SEN/TAPN13K060SEO/TAPN13K060SET/TAPN13K060SM/TAPN13K060SN/TAPN13K060SO/TAPN13K060ST/TAPN13K060STHT,0883450132428/0883450132435/0883450132459/0883450132466/0883450132473/0883450132480/0883450132497/0883450132503/0883450197281/0883450197496/0883450274791/0883450274999/0883450460316
TASD13K060S,22213 ,60 mm,3.75 in / 95.3 mm,9.13 in / 231.9 mm,10.38 in / 263.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,6.7 in/170.2 mm,3.35 in/85.1 mm,9.13 in/231.9 mm,10.38 in/263.7 mm,12 in/304.8 mm,2.78 in/70.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.95 in/75 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,,
TADI13K060S,22213 ,60 mm,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.43 in/163.3 mm,3.35 in/85.1 mm,9.25 in/235 mm,10.25 in/260.4 mm,12 in/304.8 mm,2.78 in/70.71 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,,,0.0030 in/0.075 mm,0.0037 in/0.094 mm,TADI13K060SB/TADI13K060SC/TADI13K060SEB/TADI13K060SEC/TADI13K060SEM/TADI13K060SEN/TADI13K060SEO/TADI13K060SET/TADI13K060SM/TADI13K060SN/TADI13K060SO/TADI13K060ST,
DVP15K065S,22215 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,2.75 in/69.9 mm,5.9 in/149.9 mm,3.86 in/98 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.7 in/68.6 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.08 in/78.2 mm,1.73 in/43.9 mm,2.89 in/73.4 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,DVP15K065SB/DVP15K065SC/DVP15K065SEB/DVP15K065SEC/DVP15K065SEM/DVP15K065SEN/DVP15K065SEO/DVP15K065SET/DVP15K065SM/DVP15K065SN/DVP15K065SO/DVP15K065ST,0883450008129/0883450008136/0883450008150/0883450008167/0883450008174/0883450008181/0883450008198/0883450008204/0883450195713/0883450195911/0883450273220/0883450273428
TAPA15K065S,22215 ,65 mm,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.43 in/163.3 mm,3.86 in/98 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.08 in/78.2 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TAPA15K065SB/TAPA15K065SC/TAPA15K065SEB/TAPA15K065SEC/TAPA15K065SEM/TAPA15K065SEN/TAPA15K065SEO/TAPA15K065SET/TAPA15K065SM/TAPA15K065SN/TAPA15K065SO/TAPA15K065ST,0883450124973/0883450124980/0883450125000/0883450125017/0883450125024/0883450125031/0883450125048/0883450125055/0883450197724/0883450197922/0883450275224/0883450275422
