Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVSN22V312S,22222 ,3 3/4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVSN22V312SB/QVVSN22V312SC/QVVSN22V312SEB/QVVSN22V312SEC/QVVSN22V312SEM/QVVSN22V312SEN/QVVSN22V312SEO/QVVSN22V312SET/QVVSN22V312SM/QVVSN22V312SN/QVVSN22V312SO/QVVSN22V312ST,Double V-Lock,Two-Bolt Pillow Block,0883450087544/0883450088213/0883450099448/0883450099714/0883450108164/0883450108362/0883450114974/0883450115216/0883450130486/0883450130615/0883450138673/0883450139021,4.92 in/125 mm,9.49 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.59 in/15 mm,5.12 in/130 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVP22V315S,22222 ,3 15/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVP22V315SB/QVVP22V315SC/QVVP22V315SEB/QVVP22V315SEC/QVVP22V315SEM/QVVP22V315SEN/QVVP22V315SEO/QVVP22V315SET/QVVP22V315SM/QVVP22V315SMXYFG/QVVP22V315SN/QVVP22V315SO/QVVP22V315ST,Double V-Lock,Two-Bolt Pillow Block,0883450170888/0883450171076/0883450171250/0883450171632/0883450171823/0883450172011/0883450202404/0883450202787/0883450214827/0883450215206/0883450227247/0883450227629/0883450463034,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA22V315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPA22V315SB/QVVPA22V315SC/QVVPA22V315SEB/QVVPA22V315SEC/QVVPA22V315SEM/QVVPA22V315SEN/QVVPA22V315SEO/QVVPA22V315SET/QVVPA22V315SM/QVVPA22V315SN/QVVPA22V315SO/QVVPA22V315ST,Double V-Lock,Two-Bolt Pillow Block,0883450073417/0883450073448/0883450208598/0883450208741/0883450221023/0883450221177/0883450233453/0883450233606/0883450242196/0883450242349/0883450247153/0883450247306,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPL22V315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPL22V315SB/QVVPL22V315SC/QVVPL22V315SEB/QVVPL22V315SEC/QVVPL22V315SEM/QVVPL22V315SEN/QVVPL22V315SEO/QVVPL22V315SET/QVVPL22V315SM/QVVPL22V315SN/QVVPL22V315SO/QVVPL22V315ST,Double V-Lock,Two-Bolt Pillow Block,0883450172394/0883450172585/0883450172776/0883450173155/0883450173346/0883450173537/0883450203166/0883450203548/0883450215589/0883450215961/0883450228008/0883450228381,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2.12 in/53.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN22V315S,22222 ,3 15/16 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPN22V315SB/QVVPN22V315SC/QVVPN22V315SEB/QVVPN22V315SEC/QVVPN22V315SEM/QVVPN22V315SEN/QVVPN22V315SEO/QVVPN22V315SET/QVVPN22V315SM/QVVPN22V315SN/QVVPN22V315SO/QVVPN22V315ST/QVVPN22V315STNG,Double V-Lock,Two-Bolt Pillow Block,0883450080095/0883450080101/0883450208307/0883450208444/0883450220729/0883450220873/0883450233156/0883450233309/0883450241892/0883450242042/0883450246859/0883450247009/0883450433228,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN22V315S,22222 ,3 15/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVSN22V315SB/QVVSN22V315SC/QVVSN22V315SEB/QVVSN22V315SEC/QVVSN22V315SEM/QVVSN22V315SEN/QVVSN22V315SEO/QVVSN22V315SET/QVVSN22V315SM/QVVSN22V315SN/QVVSN22V315SO/QVVSN22V315ST,Double V-Lock,Two-Bolt Pillow Block,0883450150040/0883450150057/0883450150088/0883450177733/0883450178211/0883450178297/0883450205320/0883450205702/0883450217743/0883450218122/0883450230162/0883450230544,4.92 in/125 mm,9.49 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.59 in/15 mm,5.12 in/130 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVP22V400S,22222 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVVP22V400SB/QVVP22V400SC/QVVP22V400SEB/QVVP22V400SEC/QVVP22V400SEM/QVVP22V400SEN/QVVP22V400SEO/QVVP22V400SET/QVVP22V400SM/QVVP22V400SN/QVVP22V400SO/QVVP22V400ST,Double V-Lock,Two-Bolt Pillow Block,0883450170895/0883450171083/0883450171267/0883450171649/0883450171830/0883450172028/0883450202411/0883450202794/0883450214834/0883450215213/0883450227254/0883450227636,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA22V400S,22222 ,4 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVVPA22V400SB/QVVPA22V400SC/QVVPA22V400SEB/QVVPA22V400SEC/QVVPA22V400SEM/QVVPA22V400SEN/QVVPA22V400SEO/QVVPA22V400SET/QVVPA22V400SM/QVVPA22V400SN/QVVPA22V400SO/QVVPA22V400ST,Double V-Lock,Two-Bolt Pillow Block,0883450073516/0883450073547/0883450208604/0883450208758/0883450221030/0883450221184/0883450233460/0883450233613/0883450242202/0883450242356/0883450247160/0883450247313,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPL22V400S,22222 ,4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVVPL22V400SB/QVVPL22V400SC/QVVPL22V400SEB/QVVPL22V400SEC/QVVPL22V400SEM/QVVPL22V400SEN/QVVPL22V400SEO/QVVPL22V400SET/QVVPL22V400SM/QVVPL22V400SN/QVVPL22V400SO/QVVPL22V400ST,Double V-Lock,Two-Bolt Pillow Block,0883450172400/0883450172592/0883450172783/0883450173162/0883450173353/0883450173544/0883450203173/0883450203555/0883450215596/0883450215978/0883450228015/0883450228398,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2.12 in/53.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN22V400S,22222 ,4 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVVPN22V400SB/QVVPN22V400SC/QVVPN22V400SEB/QVVPN22V400SEC/QVVPN22V400SEM/QVVPN22V400SEN/QVVPN22V400SEO/QVVPN22V400SET/QVVPN22V400SM/QVVPN22V400SN/QVVPN22V400SO/QVVPN22V400ST,Double V-Lock,Two-Bolt Pillow Block,0883450080118/0883450080125/0883450208314/0883450208451/0883450220736/0883450220880/0883450233163/0883450233316/0883450241908/0883450242059/0883450246866/0883450247016,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN22V400S,22222 ,4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVVSN22V400SB/QVVSN22V400SC/QVVSN22V400SEB/QVVSN22V400SEC/QVVSN22V400SEM/QVVSN22V400SEN/QVVSN22V400SEO/QVVSN22V400SET/QVVSN22V400SM/QVVSN22V400SN/QVVSN22V400SO/QVVSN22V400ST,Double V-Lock,Two-Bolt Pillow Block,0883450150149/0883450150156/0883450150187/0883450177740/0883450178228/0883450178303/0883450205337/0883450205719/0883450217750/0883450218139/0883450230179/0883450230551,4.92 in/125 mm,9.49 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.59 in/15 mm,5.12 in/130 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA26V407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPA26V407SB/QVVPA26V407SC/QVVPA26V407SEB/QVVPA26V407SEC/QVVPA26V407SEM/QVVPA26V407SEN/QVVPA26V407SEO/QVVPA26V407SET/QVVPA26V407SM/QVVPA26V407SN/QVVPA26V407SO/QVVPA26V407ST,Double V-Lock,Two-Bolt Pillow Block,0883450073813/0883450073844/0883450208628/0883450208772/0883450221054/0883450221207/0883450233484/0883450233637/0883450242226/0883450242370/0883450247184/0883450247337,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN26V407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVPN26V407SB/QVVPN26V407SC/QVVPN26V407SEB/QVVPN26V407SEC/QVVPN26V407SEM/QVVPN26V407SEN/QVVPN26V407SEO/QVVPN26V407SET/QVVPN26V407SM/QVVPN26V407SN/QVVPN26V407SO/QVVPN26V407ST,Double V-Lock,Two-Bolt Pillow Block,0883450080170/0883450080187/0883450208338/0883450208475/0883450220750/0883450220903/0883450233187/0883450233330/0883450241922/0883450242073/0883450246880/0883450247030,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,0.99 in/25.1 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN26V407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVVSN26V407SB/QVVSN26V407SC/QVVSN26V407SEB/QVVSN26V407SEC/QVVSN26V407SEM/QVVSN26V407SEN/QVVSN26V407SEO/QVVSN26V407SET/QVVSN26V407SM/QVVSN26V407SN/QVVSN26V407SO/QVVSN26V407ST,Double V-Lock,Two-Bolt Pillow Block,0883450081641/0883450081719/0883450286954/0883450287036/0883450288477/0883450288552/0883450289993/0883450290074/0883450291514/0883450291590/0883450293037/0883450293112,5.91 in/150 mm,11.02 in/280 mm,6.89 in/175 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.45 in/113 mm,1.92 in/49 mm,0.875 in/24 mm,5.75 in/146 mm,1.3 in/33 mm,7.01 in/178 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA26V408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPA26V408SB/QVVPA26V408SC/QVVPA26V408SEB/QVVPA26V408SEC/QVVPA26V408SEM/QVVPA26V408SEN/QVVPA26V408SEO/QVVPA26V408SET/QVVPA26V408SM/QVVPA26V408SN/QVVPA26V408SO/QVVPA26V408ST,Double V-Lock,Two-Bolt Pillow Block,0883450073912/0883450073943/0883450208635/0883450208789/0883450221061/0883450221214/0883450233491/0883450233644/0883450242233/0883450242387/0883450247191/0883450247344,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN26V408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVPN26V408SB/QVVPN26V408SC/QVVPN26V408SEB/QVVPN26V408SEC/QVVPN26V408SEM/QVVPN26V408SEN/QVVPN26V408SEO/QVVPN26V408SET/QVVPN26V408SM/QVVPN26V408SO/QVVPN26V408ST,Double V-Lock,Two-Bolt Pillow Block,0883450080194/0883450080200/0883450208482/0883450220767/0883450220910/0883450233194/0883450233347/0883450241939/0883450242080/0883450246897/0883450247047,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,0.99 in/25.1 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN26V408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVVSN26V408SB/QVVSN26V408SC/QVVSN26V408SEB/QVVSN26V408SEC/QVVSN26V408SEM/QVVSN26V408SEN/QVVSN26V408SEO/QVVSN26V408SET/QVVSN26V408SM/QVVSN26V408SN/QVVSN26V408SO/QVVSN26V408ST,Double V-Lock,Two-Bolt Pillow Block,0883450081740/0883450081818/0883450286961/0883450287043/0883450288484/0883450288569/0883450290005/0883450290081/0883450291521/0883450291606/0883450293044/0883450293129,5.91 in/150 mm,11.02 in/280 mm,6.89 in/175 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.45 in/113 mm,1.92 in/49 mm,0.875 in/24 mm,5.75 in/146 mm,1.3 in/33 mm,7.01 in/178 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN28V415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVVSN28V415SB/QVVSN28V415SC/QVVSN28V415SEB/QVVSN28V415SEC/QVVSN28V415SEM/QVVSN28V415SEN/QVVSN28V415SEO/QVVSN28V415SET/QVVSN28V415SM/QVVSN28V415SN/QVVSN28V415SO/QVVSN28V415ST,Double V-Lock,Two-Bolt Pillow Block,0883450087315/0883450087940/0883450099219/0883450099660/0883450108096/0883450108287/0883450114929/0883450115162/0883450130431/0883450130561/0883450138567/0883450138871,5.91 in/150 mm,11.42 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,1.22 in/31 mm,7.01 in/178 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVSN28V500S,22228 ,5 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVVSN28V500SB/QVVSN28V500SC/QVVSN28V500SEB/QVVSN28V500SEC/QVVSN28V500SEM/QVVSN28V500SEN/QVVSN28V500SEO/QVVSN28V500SET/QVVSN28V500SM/QVVSN28V500SN/QVVSN28V500SO/QVVSN28V500ST,Double V-Lock,Two-Bolt Pillow Block,0883450087346/0883450088015/0883450099240/0883450099677/0883450108102/0883450108300/0883450114936/0883450115179/0883450130448/0883450130578/0883450138574/0883450138925,5.91 in/150 mm,11.42 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,1.22 in/31 mm,7.01 in/178 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVP11V050S,22211 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVP11V050SB/QVVP11V050SC/QVVP11V050SEB/QVVP11V050SEC/QVVP11V050SEM/QVVP11V050SEN/QVVP11V050SEO/QVVP11V050SET/QVVP11V050SM/QVVP11V050SN/QVVP11V050SO/QVVP11V050ST/QVVP11V050STHT/QVVP11V050STNG,Double V-Lock,Two-Bolt Pillow Block,0883450032452/0883450032568/0883450095044/0883450095518/0883450106863/0883450107006/0883450113540/0883450113823/0883450126564/0883450126991/0883450137614/0883450137706/0883450952736/0883450959360,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.79 in/20.1 mm,4.02 in/102.1 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPL11V050S,22211 ,50 mm,2.25 in / 57.2 mm,5.93 in / 150.6 mm,6.36 in / 161.5 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVPL11V050SB/QVVPL11V050SC/QVVPL11V050SEB/QVVPL11V050SEC/QVVPL11V050SEM/QVVPL11V050SEN/QVVPL11V050SEO/QVVPL11V050SET/QVVPL11V050SM/QVVPL11V050SN/QVVPL11V050SO/QVVPL11V050ST,Double V-Lock,Two-Bolt Pillow Block,0883450096843/0883450097314/0883450107389/0883450107525/0883450114264/0883450114394/0883450128360/0883450128797/0883450137973/0883450138062/0883450357494/0883450357746,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,5.93 in/150.6 mm,6.36 in/161.5 mm,8.38 in/212.9 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.79 in/20.1 mm,4.02 in/102.1 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
