Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-2 3/4,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 3/4 in,Imperial,053893607597,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-2 3/4-ECC,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 3/4 in,Imperial,0883450504287,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,5.2 in,5.65 in,
E-P4B-TRB-2 3/4-ECO/ECC,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 3/4 in,Imperial,0883450505918,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,6.5 in,5.65 in,EUDR-2 3/4
E-P4B-TRB-2 3/4-ECO/ECO,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 3/4 in,Imperial,0883450509145,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.6 in,5.65 in,EUDR-2 3/4
E-P4B-TRB-2 3/4-ECO,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 3/4 in,Imperial,0883450507516,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.3 in,5.65 in,EUDR-2 3/4
E-P4B-TRB-2 3/4-SLA,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,2 3/4 in,Imperial,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-2 3/4-SLJ,2 3/4 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,2 3/4 in,Imperial,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-2 15/16,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 15/16 in,Imperial,053893607610,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-2 15/16-ECC,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 15/16 in,Imperial,0883450504270,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,5.2 in,5.65 in,
E-P4B-TRB-2 15/16-ECO/ECC,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 15/16 in,Imperial,0883450505901,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,6.5 in,5.65 in,EUDR-2 15/16
E-P4B-TRB-2 15/16-ECO/ECO,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 15/16 in,Imperial,0883450509138,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.6 in,5.65 in,EUDR-2 15/16
E-P4B-TRB-2 15/16-ECO,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,2 15/16 in,Imperial,0883450507509,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.3 in,5.65 in,EUDR-2 15/16
E-P4B-TRB-2 15/16-SLA,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,2 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-2 15/16-SLJ,2 15/16 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,2 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-3,3 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,3 in,Imperial,053893607627,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-3-ECC,3 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,3 in,Imperial,0883450504355,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,5.2 in,5.65 in,
E-P4B-TRB-3-ECO/ECC,3 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,3 in,Imperial,0883450505987,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,6.5 in,5.65 in,EUDR-3
E-P4B-TRB-3-ECO/ECO,3 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,3 in,Imperial,0883450509213,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.6 in,5.65 in,EUDR-3
E-P4B-TRB-3-ECO,3 in,Imperial ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,3 in,Imperial,0883450507585,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.3 in,5.65 in,EUDR-3
