Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max
TAAPG15K208S,22215 ,2 1/2 in,3.15 in / 80 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,1.56 in / 39.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,TAAPG15K208SB/TAAPG15K208SC/TAAPG15K208SEB/TAAPG15K208SEC/TAAPG15K208SEM/TAAPG15K208SEN/TAAPG15K208SEO/TAAPG15K208SET/TAAPG15K208SM/TAAPG15K208SN/TAAPG15K208SO/TAAPG15K208ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450127172/0883450127189/0883450127202/0883450127219/0883450127226/0883450127233/0883450127240/0883450127257/0883450198110/0883450198318/0883450275613/0883450275811,3.15 in/80 mm,6.38 in/162.1 mm,3.86 in/98 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.56 in/39.6 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.19 in/30.2 mm,0.625 in/16 mm,3.3 in/83.8 mm,1.92 in/48.8 mm,0.33 in/8.4 mm,3.64 in/92.5 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm
TAAPH15K208S,22215 ,2 1/2 in,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,TAAPH15K208SB/TAAPH15K208SC/TAAPH15K208SEB/TAAPH15K208SEC/TAAPH15K208SEM/TAAPH15K208SEN/TAAPH15K208SEO/TAAPH15K208SET/TAAPH15K208SM/TAAPH15K208SN/TAAPH15K208SO/TAAPH15K208ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450129176/0883450129183/0883450129206/0883450129213/0883450129220/0883450129237/0883450129244/0883450129251/0883450198516/0883450198714/0883450276016/0883450276214,3.25 in/82.6 mm,6.38 in/162.1 mm,3.86 in/98 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.29 in/83.6 mm,1.92 in/48.8 mm,0.33 in/8.4 mm,3.64 in/92.5 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm
TAAPK15K208S,22215 ,2 1/2 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,TAAPK15K208SB/TAAPK15K208SC/TAAPK15K208SEB/TAAPK15K208SEC/TAAPK15K208SEM/TAAPK15K208SEN/TAAPK15K208SEO/TAAPK15K208SET/TAAPK15K208SM/TAAPK15K208SN/TAAPK15K208SO/TAAPK15K208ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450131179/0883450131186/0883450131209/0883450131216/0883450131223/0883450131230/0883450131247/0883450131254/0883450198912/0883450199117/0883450276559/0883450276757,3.5 in/88.9 mm,6.83 in/173.5 mm,3.86 in/98 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,3.86 in/98 mm,1.92 in/48.8 mm,0.18 in/4.6 mm,3.64 in/92.5 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm
TAA4SD15K208S,22215 ,2 1/2 in,4 in / 101.6 mm,9.88 in / 251 mm,11.63 in / 295.4 mm,2-1/2 in / 63.5 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,TAA4SD15K208SB/TAA4SD15K208SC/TAA4SD15K208SEB/TAA4SD15K208SEC/TAA4SD15K208SEM/TAA4SD15K208SEN/TAA4SD15K208SEO/TAA4SD15K208SET/TAA4SD15K208SMT/TAA4SD15K208SNT/TAA4SD15K208SO/TAA4SD15K208ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,4 in/101.6 mm,7.71 in/182.1 mm,3.86 in/98.04 mm,9.88 in/251 mm,11.63 in/295.4 mm,2-1/2 in/63.5 mm,13.25 in/336.6 mm,4.07 in/103.4 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.89 in/98.7 mm,1.85 in/47 mm,0.34 in/8.6 mm,3.46 in/87.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm
TAA4DI15K208S,22215 ,2 1/2 in,3.25 in / 82.6 mm,9.2 in / 235 mm,10.25 in / 260.4 mm,1.75 in / 44.5 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 1/2 in,Imperial,TAA4DI15K208SB/TAA4DI15K208SC/TAA4DI15K208SEB/TAA4DI15K208SEC/TAA4DI15K208SEM/TAA4DI15K208SEN/TAA4DI15K208SEO/TAA4DI15K208SET/TAA4DI15K208SMT/TAA4DI15K208SNT/TAA4DI15K208SO/TAA4DI15K208ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,3.25 in/82.6 mm,6.38 in/162.1 mm,3.86 in/98 mm,9.2 in/235 mm,10.25 in/260.4 mm,1.75 in/44.5 mm,12 in/304.8 mm,3 in/76.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,3.11 in/78.9 mm,1.85 in/47 mm,0.34 in/8.6 mm,3.46 in/87.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm
TAAPK17K215S,22217 ,2 15/16 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,3 in / 76.2 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,TAAPK17K215SB/TAAPK17K215SC/TAAPK17K215SEB/TAAPK17K215SEC/TAAPK17K215SEM/TAAPK17K215SEN/TAAPK17K215SEO/TAAPK17K215SET/TAAPK17K215SM/TAAPK17K215SN/TAAPK17K215SO/TAAPK17K215ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450131377/0883450131384/0883450131407/0883450131414/0883450131421/0883450131438/0883450131445/0883450131452/0883450198936/0883450199131/0883450276573/0883450276771,4 in/101.6 mm,7.92 in/201.2 mm,4.33 in/110 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.34 in/110.2 mm,1.98 in/50.3 mm,0.38 in/9.7 mm,4.12 in/104.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAA4SD17K215S,22217 ,2 15/16 in,4.75 in / 120.7 mm,10.88 in / 276.4 mm,12.63 in / 320.8 mm,2.75 in / 69.9 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,TAA4SD17K215SB/TAA4SD17K215SC/TAA4SD17K215SEB/TAA4SD17K215SEC/TAA4SD17K215SEM/TAA4SD17K215SEN/TAA4SD17K215SEO/TAA4SD17K215SET/TAA4SD17K215SMT/TAA4SD17K215SNT/TAA4SD17K215SO/TAA4SD17K215ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,10.88 in/276.4 mm,12.63 in/320.8 mm,2.75 in/69.9 mm,14.25 in/362 mm,4.32 in/109.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,4.27 in/108.5 mm,2.11 in/53.6 mm,0.47 in/11.9 mm,3.92 in/99.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAA4DI17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.88 in / 250.8 mm,11.5 in / 292.1 mm,1.88 in / 47.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,TAA4DI17K215SB/TAA4DI17K215SC/TAA4DI17K215SEB/TAA4DI17K215SEC/TAA4DI17K215SEM/TAA4DI17K215SEN/TAA4DI17K215SEO/TAA4DI17K215SET/TAA4DI17K215SMT/TAA4DI17K215SNT/TAA4DI17K215SO/TAA4DI17K215ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,3.75 in/95.3 mm,7.32 in/185.7 mm,4.33 in/110 mm,9.88 in/250.8 mm,11.5 in/292.1 mm,1.88 in/47.6 mm,13.44 in/341.4 mm,3-1/2 in/88.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.71 in/94.2 mm,2.11 in/53.6 mm,0.47 in/11.9 mm,3.92 in/99.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
DAAPF17K300S,22217 ,3 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,DAAPF17K300SB/DAAPF17K300SC/DAAPF17K300SEB/DAAPF17K300SEC/DAAPF17K300SEM/DAAPF17K300SEN/DAAPF17K300SEO/DAAPF17K300SET/DAAPF17K300SM/DAAPF17K300SN/DAAPF17K300SO/DAAPF17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450010627/0883450010634/0883450010658/0883450010665/0883450010672/0883450010689/0883450010696/0883450010702/0883450196130/0883450196338/0883450273640/0883450273848,3.25 in/82.6 mm,6.79 in/172.5 mm,4.33 in/110 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.41 in/86.6 mm,1.98 in/50.3 mm,0.52 in/13.2 mm,4.12 in/104.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPG17K300S,22217 ,3 in,3.74 in / 95 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,2.06 in / 52.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,TAAPG17K300SB/TAAPG17K300SC/TAAPG17K300SEB/TAAPG17K300SEC/TAAPG17K300SEM/TAAPG17K300SEN/TAAPG17K300SEO/TAAPG17K300SET/TAAPG17K300SM/TAAPG17K300SN/TAAPG17K300SO/TAAPG17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450127479/0883450127486/0883450127509/0883450127516/0883450127523/0883450127530/0883450127547/0883450127554/0883450198141/0883450198349/0883450275644/0883450275842,3.74 in/95 mm,7.2 in/182.9 mm,4.33 in/110 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.06 in/52.3 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.78 in/96 mm,1.98 in/50.3 mm,0.63 in/16 mm,4.12 in/104.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPH17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,2.13 in / 54.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,TAAPH17K300SB/TAAPH17K300SC/TAAPH17K300SEB/TAAPH17K300SEC/TAAPH17K300SEM/TAAPH17K300SEN/TAAPH17K300SEO/TAAPH17K300SET/TAAPH17K300SM/TAAPH17K300SN/TAAPH17K300SO/TAAPH17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450129473/0883450129480/0883450129503/0883450129510/0883450129527/0883450129534/0883450129541/0883450129558/0883450198547/0883450198745/0883450276047/0883450276245,3.75 in/95.3 mm,7.2 in/182.9 mm,4.33 in/110 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.78 in/96 mm,1.98 in/50.3 mm,0.63 in/16 mm,4.12 in/104.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPK17K300S,22217 ,3 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,3 in / 76.2 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,TAAPK17K300SB/TAAPK17K300SC/TAAPK17K300SEB/TAAPK17K300SEC/TAAPK17K300SEM/TAAPK17K300SEN/TAAPK17K300SEO/TAAPK17K300SET/TAAPK17K300SM/TAAPK17K300SN/TAAPK17K300SO/TAAPK17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450131476/0883450131483/0883450131506/0883450131513/0883450131520/0883450131537/0883450131544/0883450131551/0883450198943/0883450199148/0883450276580/0883450276788,4 in/101.6 mm,7.92 in/201.2 mm,4.33 in/110 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.34 in/110.2 mm,1.98 in/50.3 mm,0.38 in/9.7 mm,4.12 in/104.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAA4SD17K300S,22217 ,3 in,4.75 in / 120.7 mm,10.88 in / 276.4 mm,12.63 in / 320.8 mm,2.75 in / 69.9 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,TAA4SD17K300SB/TAA4SD17K300SC/TAA4SD17K300SEB/TAA4SD17K300SEC/TAA4SD17K300SEM/TAA4SD17K300SEN/TAA4SD17K300SEO/TAA4SD17K300SET/TAA4SD17K300SMT/TAA4SD17K300SNT/TAA4SD17K300SO/TAA4SD17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,10.88 in/276.4 mm,12.63 in/320.8 mm,2.75 in/69.9 mm,14.25 in/362 mm,4.32 in/109.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,4.27 in/108.5 mm,2.11 in/53.6 mm,0.47 in/11.9 mm,3.92 in/99.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAA4DI17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.88 in / 250.8 mm,11.5 in / 292.1 mm,1.88 in / 47.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,3 in,Imperial,TAA4DI17K300SB/TAA4DI17K300SC/TAA4DI17K300SEB/TAA4DI17K300SEC/TAA4DI17K300SEM/TAA4DI17K300SEN/TAA4DI17K300SEO/TAA4DI17K300SET/TAA4DI17K300SMT/TAA4DI17K300SNT/TAA4DI17K300SO/TAA4DI17K300ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,3.75 in/95.3 mm,7.32 in/185.7 mm,4.33 in/110 mm,9.88 in/250.8 mm,11.5 in/292.1 mm,1.88 in/47.6 mm,13.44 in/341.4 mm,3-1/2 in/88.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.71 in/94.2 mm,2.11 in/53.6 mm,0.47 in/11.9 mm,3.92 in/99.6 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPG18K303S,22218 ,3 3/16 in,3.937 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,1.97 in / 50 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/16 mm,4.02 in/102.1 mm,2.23 in/56.6 mm,0.49 in/12.3 mm,4.28 in/108.83 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm
TAAPH18K303S,22218 ,3 3/16 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,2.13 in / 54 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 3/16 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,4 in/101.6 mm,7.96 in/202.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,2.13 in/54 mm,13.75 in/349.3 mm,3.88 in/98.4 mm,1.63 in/41.3 mm,0.625 in/16 mm,3.98 in/101.2 mm,2.23 in/56.6 mm,0.49 in/12.3 mm,4.28 in/108.83 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm
TAAPG18K304S,22218 ,3 1/4 in,3.937 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,1.97 in / 50 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/16 mm,4.02 in/102.1 mm,2.23 in/56.6 mm,0.49 in/12.3 mm,4.28 in/108.83 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm
TAAPH18K304S,22218 ,3 1/4 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,2.13 in / 54 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,3 1/4 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,4 in/101.6 mm,7.96 in/202.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,2.13 in/54 mm,13.75 in/349.3 mm,3.88 in/98.4 mm,1.63 in/41.3 mm,0.625 in/16 mm,3.98 in/101.2 mm,2.23 in/56.6 mm,0.49 in/12.3 mm,4.28 in/108.83 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm
DAAPF20K307S,22220 ,3 7/16 in,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,2 in / 50.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,DAAPF20K307SB/DAAPF20K307SC/DAAPF20K307SEB/DAAPF20K307SEC/DAAPF20K307SEM/DAAPF20K307SEN/DAAPF20K307SEO/DAAPF20K307SET/DAAPF20K307SM/DAAPF20K307SN/DAAPF20K307SO/DAAPF20K307ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450010825/0883450010832/0883450010856/0883450010863/0883450010870/0883450010887/0883450010894/0883450010900/0883450196154/0883450196352/0883450273664/0883450273862,3.75 in/95.3 mm,7.88 in/200.2 mm,5.12 in/130 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,3.99 in/101.3 mm,2.51 in/63.8 mm,0.54 in/13.8 mm,4.8 in/121.9 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPG20K307S,22220 ,3 7/16 in,4.41 in / 112 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,TAAPG20K307SB/TAAPG20K307SC/TAAPG20K307SEB/TAAPG20K307SEC/TAAPG20K307SEM/TAAPG20K307SEN/TAAPG20K307SEO/TAAPG20K307SET/TAAPG20K307SM/TAAPG20K307SN/TAAPG20K307SO/TAAPG20K307ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450127677/0883450127684/0883450127707/0883450127714/0883450127721/0883450127738/0883450127745/0883450127752/0883450198165/0883450198363/0883450275668/0883450275866,4.41 in/112 mm,8.45 in/214.6 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.51 in/63.8 mm,0.42 in/10.7 mm,4.8 in/121.9 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
TAAPH20K307S,22220 ,3 7/16 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,TAAPH20K307SB/TAAPH20K307SC/TAAPH20K307SEB/TAAPH20K307SEC/TAAPH20K307SEM/TAAPH20K307SEN/TAAPH20K307SEO/TAAPH20K307SET/TAAPH20K307SM/TAAPH20K307SN/TAAPH20K307SO/TAAPH20K307ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,0883450129671/0883450129688/0883450129701/0883450129718/0883450129725/0883450129732/0883450129749/0883450129756/0883450198561/0883450198769/0883450276061/0883450276269,4.5 in/114.3 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.51 in/63.8 mm,0.42 in/10.7 mm,4.8 in/121.9 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm
