Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max
TAPH15K065S,22215 ,65 mm,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,1.88 in / 47.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,TAPH15K065SB/TAPH15K065SC/TAPH15K065SEB/TAPH15K065SEC/TAPH15K065SEM/TAPH15K065SEN/TAPH15K065SEO/TAPH15K065SET/TAPH15K065SM/TAPH15K065SN/TAPH15K065SO/TAPH15K065ST,Tapered Adapter,Four-Bolt Pillow Block,0883450128971/0883450128988/0883450129008/0883450129015/0883450129022/0883450129039/0883450129046/0883450129053/0883450198523/0883450198721/0883450276023/0883450276221,3.25 in/82.6 mm,6.38 in/162.1 mm,3.86 in/98 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.29 in/83.6 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm,,
TAPK15K065S,22215 ,65 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,2.75 in / 69.9 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,TAPK15K065SB/TAPK15K065SC/TAPK15K065SEB/TAPK15K065SEC/TAPK15K065SEM/TAPK15K065SEN/TAPK15K065SEO/TAPK15K065SET/TAPK15K065SM/TAPK15K065SN/TAPK15K065SO/TAPK15K065ST,Tapered Adapter,Four-Bolt Pillow Block,0883450084918/0883450130981/0883450131001/0883450131018/0883450131025/0883450131032/0883450131049/0883450131056/0883450198929/0883450199124/0883450276566/0883450276764,3.5 in/88.9 mm,6.83 in/173.5 mm,3.86 in/98 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,3.86 in/98 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm,,
TA4SD15K065S,22215 ,65 mm,4 in / 101.6 mm,9.88 in / 251 mm,11.63 in / 295.4 mm,2-1/2 in / 63.5 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,4 in/101.6 mm,7.71 in/182.1 mm,3.86 in/98.04 mm,9.88 in/251 mm,11.63 in/295.4 mm,2-1/2 in/63.5 mm,13.25 in/336.6 mm,4.07 in/103.4 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.89 in/98.7 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm,,
TA4DI15K065S,22215 ,65 mm,3.25 in / 82.6 mm,9.2 in / 235 mm,10.25 in / 260.4 mm,1.75 in / 44.5 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,3.25 in/82.6 mm,6.38 in/162.1 mm,3.86 in/98 mm,9.2 in/235 mm,10.25 in/260.4 mm,1.75 in/44.5 mm,12 in/304.8 mm,3 in/76.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,3.11 in/78.9 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm,,
TAPH16K070S,22216 ,70 mm,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,2.13 in / 53.9 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,3.5 in/88.9 mm,6.96 in/176.6 mm,4.12 in/104.7 mm,9 in/228.6 mm,11 in/279.4 mm,2.13 in/53.9 mm,13 in/330.2 mm,3-1/2 in/88.9 mm,1.25 in/31.7 mm,0.325 in/16 mm,3.61 in/91.7 mm,1.87 in/47.5 mm,3.06 in/77.7 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037 in/0.095 mm,0.0047 in/0.120 mm,0.0037,0.0047
TAPG16K070S,22216 ,70 mm,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,1.97 in / 50 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,3.74 in/95 mm,7.1 in/180.3 mm,4.12 in/104.6 mm,9.25 in/235 mm,10.5 in/266.7 mm,1.97 in/50 mm,12.4 in/315 mm,3.54 in/89.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.64 in/92.5 mm,1.87 in/47.5 mm,3.07 in/78 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037 in/0.095 mm,0.0047 in/0.120 mm,0.0037,0.0047
DVPF17K075S,22217 ,75 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,1.88 in / 47.8 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,DVPF17K075SB/DVPF17K075SC/DVPF17K075SEB/DVPF17K075SEC/DVPF17K075SEM/DVPF17K075SEN/DVPF17K075SEO/DVPF17K075SET/DVPF17K075SM/DVPF17K075SN/DVPF17K075SO/DVPF17K075ST,Tapered Adapter,Four-Bolt Pillow Block,0883450010429/0883450010436/0883450010450/0883450010467/0883450010474/0883450010481/0883450010498/0883450010504/0883450196147/0883450196345/0883450273657/0883450273855,3.25 in/82.6 mm,6.79 in/172.5 mm,4.33 in/110 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.41 in/86.6 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPG17K075S,22217 ,75 mm,3.74 in / 95 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,2.06 in / 52.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,TAPG17K075SB/TAPG17K075SC/TAPG17K075SEB/TAPG17K075SEC/TAPG17K075SEM/TAPG17K075SEN/TAPG17K075SEO/TAPG17K075SET/TAPG17K075SM/TAPG17K075SN/TAPG17K075SO/TAPG17K075ST,Tapered Adapter,Four-Bolt Pillow Block,0883450127271/0883450127288/0883450127301/0883450127318/0883450127325/0883450127332/0883450127349/0883450127356/0883450198158/0883450198356/0883450275651/0883450275859,3.74 in/95 mm,7.2 in/182.9 mm,4.33 in/110 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.06 in/52.3 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.78 in/96 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPH17K075S,22217 ,75 mm,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,2.13 in / 54.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,TAPH17K075SB/TAPH17K075SC/TAPH17K075SEB/TAPH17K075SEC/TAPH17K075SEM/TAPH17K075SEN/TAPH17K075SEO/TAPH17K075SET/TAPH17K075SM/TAPH17K075SN/TAPH17K075SO/TAPH17K075ST,Tapered Adapter,Four-Bolt Pillow Block,0883450129275/0883450129282/0883450129305/0883450129312/0883450129329/0883450129336/0883450129343/0883450129350/0883450198554/0883450198752/0883450276054/0883450276252,3.75 in/95.3 mm,7.2 in/182.9 mm,4.33 in/110 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.78 in/96 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPK17K075S,22217 ,75 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,3 in / 76.2 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,TAPK17K075SB/TAPK17K075SC/TAPK17K075SEB/TAPK17K075SEC/TAPK17K075SEM/TAPK17K075SEN/TAPK17K075SEO/TAPK17K075SET/TAPK17K075SM/TAPK17K075SN/TAPK17K075SO/TAPK17K075ST,Tapered Adapter,Four-Bolt Pillow Block,0883450131278/0883450131285/0883450131308/0883450131315/0883450131322/0883450131339/0883450131346/0883450131353/0883450198950/0883450199155/0883450276597/0883450276795,4 in/101.6 mm,7.92 in/201.2 mm,4.33 in/110 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.34 in/110.2 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4SD17K075S,22217 ,75 mm,4.75 in / 120.7 mm,10.88 in / 276.4 mm,12.63 in / 320.8 mm,2.75 in / 69.9 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,10.88 in/276.4 mm,12.63 in/320.8 mm,2.75 in/69.9 mm,14.25 in/362 mm,4.32 in/109.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,4.27 in/108.5 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4DI17K075S,22217 ,75 mm,3.75 in / 95.3 mm,9.88 in / 250.8 mm,11.5 in / 292.1 mm,1.88 in / 47.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,3.75 in/95.3 mm,7.32 in/185.7 mm,4.33 in/110 mm,9.88 in/250.8 mm,11.5 in/292.1 mm,1.88 in/47.6 mm,13.44 in/341.4 mm,3-1/2 in/88.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.71 in/94.2 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPH18K080S,22218 ,80 mm,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,2.13 in / 54 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,4 in/101.6 mm,7.96 in/202.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,2.13 in/54 mm,13.75 in/349.3 mm,3.88 in/98.4 mm,1.63 in/41.3 mm,0.625 in/16 mm,3.98 in/101.2 mm,2.05 in/52 mm,3.39 in/86 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm,0.0024,0.0039
TAPG18K080S,22218 ,80 mm,3.937 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,1.97 in / 50 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/16 mm,4.02 in/102.1 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024 in/0.060 mm,0.0039 in/0.100 mm,0.0024,0.0039
TAPG19K085S,22219 ,85 mm,4.409 in / 112 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,1.97 in / 50 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,4.409 in/112 mm,8.36 in/212.3 mm,4.91 in/124.7 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/16 mm,4.12 in/104.6 mm,2.15 in/54.6 mm,3.54 in/89.9 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043 in/0.110 mm,0.0055 in/0.140 mm,0.0043,0.0055
DVPF20K090S,22220 ,90 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,2 in / 50.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,DVPF20K090SB/DVPF20K090SC/DVPF20K090SEB/DVPF20K090SEC/DVPF20K090SEM/DVPF20K090SEN/DVPF20K090SEO/DVPF20K090SET/DVPF20K090SM/DVPF20K090SN/DVPF20K090SO/DVPF20K090ST,Tapered Adapter,Four-Bolt Pillow Block,0883450010726/0883450010733/0883450010757/0883450010764/0883450010771/0883450010788/0883450010795/0883450010801/0883450196178/0883450196376/0883450273688/0883450273886,3.75 in/95.3 mm,7.88 in/200.2 mm,5.12 in/130 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPG20K090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,TAPG20K090SB/TAPG20K090SC/TAPG20K090SEB/TAPG20K090SEC/TAPG20K090SEM/TAPG20K090SEN/TAPG20K090SEO/TAPG20K090SET/TAPG20K090SM/TAPG20K090SN/TAPG20K090SO/TAPG20K090ST,Tapered Adapter,Four-Bolt Pillow Block,0883450127578/0883450127585/0883450127608/0883450127615/0883450127622/0883450127639/0883450127646/0883450127653/0883450198189/0883450198387/0883450275682/0883450275880,4.41 in/112 mm,8.45 in/214.6 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPH20K090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2.38 in / 60.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,TAPH20K090SB/TAPH20K090SC/TAPH20K090SEB/TAPH20K090SEC/TAPH20K090SEM/TAPH20K090SEN/TAPH20K090SEO/TAPH20K090SET/TAPH20K090SM/TAPH20K090SN/TAPH20K090SO/TAPH20K090ST,Tapered Adapter,Four-Bolt Pillow Block,0883450129572/0883450129589/0883450129602/0883450129619/0883450129626/0883450129633/0883450129640/0883450129657/0883450198585/0883450198783/0883450276085/0883450276283,4.5 in/114.3 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.46 in/113.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TAPK20K090S,22220 ,90 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,TAPK20K090SB/TAPK20K090SC/TAPK20K090SEB/TAPK20K090SEC/TAPK20K090SEM/TAPK20K090SEN/TAPK20K090SEO/TAPK20K090SET/TAPK20K090SM/TAPK20K090SN/TAPK20K090SO/TAPK20K090ST,Tapered Adapter,Four-Bolt Pillow Block,0883450131575/0883450131582/0883450131605/0883450131612/0883450131629/0883450131636/0883450131643/0883450131650/0883450198981/0883450199186/0883450276627/0883450276825,5 in/127 mm,9.44 in/239.8 mm,5.12 in/130 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.05 in/128.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4SD20K090S,22220 ,90 mm,5.5 in / 139.7 mm,13 in / 330.2 mm,14.5 in / 368.3 mm,3.25 in / 82.56 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,5.5 in/139.7 mm,10 in/254 mm,5.12 in/130 mm,13 in/330.2 mm,14.5 in/368.3 mm,3.25 in/82.56 mm,16.75 in/425.5 mm,4.98 in/126.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.7 in/119.4 mm,2.21 in/56.1 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
TA4DI20K090S,22220 ,90 mm,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,2 in / 50.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,4.5 in/114.3 mm,8.68 in/220.4 mm,5.12 in/130 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,2 in/50.8 mm,16 in/406.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.18 in/106 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043 in/0.109 mm,0.0055 in/0.140 mm,,
DVPF22K100S,22222 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,DVPF22K100SB/DVPF22K100SC/DVPF22K100SEB/DVPF22K100SEC/DVPF22K100SEM/DVPF22K100SEN/DVPF22K100SEO/DVPF22K100SET/DVPF22K100SM/DVPF22K100SN/DVPF22K100SO/DVPF22K100ST,Tapered Adapter,Four-Bolt Pillow Block,0883450011020/0883450011037/0883450011051/0883450011068/0883450011075/0883450011082/0883450011099/0883450011105/0883450196208/0883450196406/0883450273718/0883450273916,4.25 in/108 mm,8.78 in/223 mm,5.71 in/145 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.36 in/110.7 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG22K100S,22222 ,100 mm,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,TAPG22K100SB/TAPG22K100SC/TAPG22K100SEB/TAPG22K100SEC/TAPG22K100SEM/TAPG22K100SEN/TAPG22K100SEO/TAPG22K100SET/TAPG22K100SM/TAPG22K100SN/TAPG22K100SO/TAPG22K100ST,Tapered Adapter,Four-Bolt Pillow Block,0883450127875/0883450127882/0883450127905/0883450127912/0883450127929/0883450127936/0883450127943/0883450127950/0883450198219/0883450198417/0883450275712/0883450275910,4.92 in/125 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH22K100S,22222 ,100 mm,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,TAPH22K100SB/TAPH22K100SC/TAPH22K100SEB/TAPH22K100SEC/TAPH22K100SEM/TAPH22K100SEN/TAPH22K100SEO/TAPH22K100SET/TAPH22K100SM/TAPH22K100SN/TAPH22K100SO/TAPH22K100ST,Tapered Adapter,Four-Bolt Pillow Block,0883450129879/0883450129886/0883450129909/0883450129916/0883450129923/0883450129930/0883450129947/0883450129954/0883450198615/0883450198813/0883450276115/0883450276313,4.94 in/125.5 mm,9.38 in/238.3 mm,5.71 in/145 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.86 in/123.4 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
