Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMSN20J400S,22220 ,4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn20j400s-3,Mounted Bearing,22220,4 in,Imperial,QMSN20J400SB/QMSN20J400SC/QMSN20J400SEB/QMSN20J400SEC/QMSN20J400SEM/QMSN20J400SEN/QMSN20J400SEO/QMSN20J400SET/QMSN20J400SM/QMSN20J400SN/QMSN20J400SO/QMSN20J400ST,Eccentric,Two-Bolt Pillow Block,0883450099028/0883450099035/0883450099059/0883450099066/0883450099073/0883450099080/0883450099097/0883450099103/0883450161084/0883450161442/0883450253741/0883450254137,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.35 in/9 mm,4.57 in/116 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMSN22J407S,22222 ,4 7/16 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn22j407s-3,Mounted Bearing,22222,4 7/16 in,Imperial,QMSN22J407SB/QMSN22J407SC/QMSN22J407SEB/QMSN22J407SEC/QMSN22J407SEM/QMSN22J407SEN/QMSN22J407SEO/QMSN22J407SET/QMSN22J407SM/QMSN22J407SN/QMSN22J407SO/QMSN22J407ST,Eccentric,Two-Bolt Pillow Block,0883450099325/0883450099332/0883450099356/0883450099363/0883450099370/0883450099394/0883450253772/0883450254168/0883450356787/0883450356794/0883450356800/0883450356817,5.91 in/150 mm,10.43 in/265 mm,6.3 in/160 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.13 in/105 mm,1.93 in/49 mm,0.875 in/24 mm,1.85 in/47 mm,5.79 in/147 mm,3.7 in/94 mm,0.24 in/6 mm,5.55 in/141 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMSN22J408S,22222 ,4 1/2 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn22j408s-3,Mounted Bearing,22222,4 1/2 in,Imperial,QMSN22J408SB/QMSN22J408SC/QMSN22J408SEB/QMSN22J408SEC/QMSN22J408SEM/QMSN22J408SEN/QMSN22J408SEO/QMSN22J408SET/QMSN22J408SM/QMSN22J408SN/QMSN22J408SO/QMSN22J408ST,Eccentric,Two-Bolt Pillow Block,0883450099424/0883450099431/0883450099455/0883450099462/0883450099479/0883450099493/0883450253789/0883450254175/0883450356824/0883450356831/0883450356848/0883450356855,5.91 in/150 mm,10.43 in/265 mm,6.3 in/160 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.13 in/105 mm,1.93 in/49 mm,0.875 in/24 mm,1.85 in/47 mm,5.79 in/147 mm,3.7 in/94 mm,0.24 in/6 mm,5.55 in/141 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMSN26J415S,22226 ,4 15/16 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn26j415s-3,Mounted Bearing,22226,4 15/16 in,Imperial,QMSN26J415SB/QMSN26J415SC/QMSN26J415SEB/QMSN26J415SEC/QMSN26J415SEM/QMSN26J415SEN/QMSN26J415SEO/QMSN26J415SET/QMSN26J415SM/QMSN26J415SN/QMSN26J415SO/QMSN26J415ST,Eccentric,Two-Bolt Pillow Block,0883450035491/0883450035521/0883450035590/0883450035620/0883450035729/0883450035897/0883450253819/0883450254205/0883450356947/0883450356954/0883450356961/0883450356978,5.91 in/150 mm,11.1 in/282 mm,6.89 in/175 mm,15.83 in/402 mm,17.13 in/435 mm,19.69 in/500 mm,4.45 in/113 mm,1.93 in/49 mm,1.25 in/30 mm,2.28 in/58 mm,5.94 in/151 mm,3.74 in/95 mm,0.08 in/2 mm,6.02 in/153 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMSN26J500S,22226 ,5 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn26j500s-3,Mounted Bearing,22226,5 in,Imperial,QMSN26J500SB/QMSN26J500SC/QMSN26J500SEB/QMSN26J500SEC/QMSN26J500SEM/QMSN26J500SEN/QMSN26J500SEO/QMSN26J500SET/QMSN26J500SM/QMSN26J500SN/QMSN26J500SO/QMSN26J500ST,Eccentric,Two-Bolt Pillow Block,0883450035996/0883450036023/0883450036092/0883450036122/0883450036221/0883450036399/0883450253826/0883450254212/0883450356985/0883450356992/0883450357005/0883450357012,5.91 in/150 mm,11.1 in/282 mm,6.89 in/175 mm,15.83 in/402 mm,17.13 in/435 mm,19.69 in/500 mm,4.45 in/113 mm,1.93 in/49 mm,1.25 in/30 mm,2.28 in/58 mm,5.94 in/151 mm,3.74 in/95 mm,0.08 in/2 mm,6.02 in/153 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0037,0.0057,0.0037 in/0.095 mm,0.0057 in/0.145 mm
QMSN30J507S,23230 ,5 7/16 in,6.69 in / 170 mm,18.15 in / 461 mm,18.86 in / 479 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn30j507s,Mounted Bearing,23230,5 7/16 in,Imperial,QMSN30J507SEM/QMSN30J507SEO/QMSN30J507SET/QMSN30J507SM/QMSN30J507SN/QMSN30J507SO/QMSN30J507ST,Eccentric,Two-Bolt Pillow Block,,6.69 in/170 mm,13.01 in/330.4 mm,8.07 in/205 mm,18.15 in/461 mm,18.86 in/479 mm,21.65 in/550 mm,6.75 in/171 mm,3.01 in/76.5 mm,1.25 in/30 mm,2.99 in/76 mm,7.94 in/202 mm,4.57 in/116 mm,0.26 in/7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.170 mm,0.0067 in/0.110 mm
QMSN30J508S,23230 ,5 1/2 in,6.69 in / 170 mm,18.15 in / 461 mm,18.86 in / 479 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn30j508s,Mounted Bearing,23230,5 1/2 in,Imperial,QMSN30J508SEM/QMSN30J508SEO/QMSN30J508SET/QMSN30J508SM/QMSN30J508SN/QMSN30J508SO/QMSN30J508ST,Eccentric,Two-Bolt Pillow Block,,6.69 in/170 mm,13.01 in/330.4 mm,8.07 in/205 mm,18.15 in/461 mm,18.86 in/479 mm,21.65 in/550 mm,6.75 in/171 mm,3.01 in/76.5 mm,1.25 in/30 mm,2.99 in/76 mm,7.94 in/202 mm,4.57 in/116 mm,0.26 in/7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.170 mm,0.0067 in/0.110 mm
QMSN30J515S,23230 ,5 15/16 in,6.69 in / 170 mm,18.15 in / 461 mm,18.86 in / 479 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn30j515s,Mounted Bearing,23230,5 15/16 in,Imperial,QMSN30J515SEM/QMSN30J515SEO/QMSN30J515SET/QMSN30J515SM/QMSN30J515SN/QMSN30J515SO/QMSN30J515ST,Eccentric,Two-Bolt Pillow Block,,6.69 in/170 mm,13.01 in/330.4 mm,8.07 in/205 mm,18.15 in/461 mm,18.86 in/479 mm,21.65 in/550 mm,6.75 in/171 mm,3.01 in/76.5 mm,1.25 in/30 mm,2.99 in/76 mm,7.94 in/202 mm,4.57 in/116 mm,0.26 in/7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.170 mm,0.0067 in/0.110 mm
QMSN30J600S,23230 ,6 in,6.69 in / 170 mm,18.15 in / 461 mm,18.86 in / 479 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn30j600s,Mounted Bearing,23230,6 in,Imperial,QMSN30J600SEM/QMSN30J600SEO/QMSN30J600SET/QMSN30J600SM/QMSN30J600SN/QMSN30J600SO/QMSN30J600ST,Eccentric,Two-Bolt Pillow Block,,6.69 in/170 mm,13.01 in/330.4 mm,8.07 in/205 mm,18.15 in/461 mm,18.86 in/479 mm,21.65 in/550 mm,6.75 in/171 mm,3.01 in/76.5 mm,1.25 in/30 mm,2.99 in/76 mm,7.94 in/202 mm,4.57 in/116 mm,0.26 in/7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.170 mm,0.0067 in/0.110 mm
QMP08J035S,22208 ,35 mm,1.88 in / 47.8 mm,4.69 in / 119.1 mm,6 in / 152.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp08j035s,Mounted Bearing,22208,35 mm,Metric,QMP08J035SB/QMP08J035SC/QMP08J035SEB/QMP08J035SEC/QMP08J035SEM/QMP08J035SEN/QMP08J035SEO/QMP08J035SET/QMP08J035SM/QMP08J035SN/QMP08J035SO/QMP08J035ST,Eccentric,Two-Bolt Pillow Block,883450419000/883450419017/883450419024/883450419031/883450419048/883450419055/883450419062/883450419079/883450419086/883450419093/883450419109/883450419116,1.88 in/47.8 mm,3.73 in/94.7 mm,2.38 in/60.5 mm,4.69 in/119.1 mm,6 in/152.4 mm,6.88 in/174.8 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/3.3 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QMPL08J035S,22208 ,35 mm,1.88 in / 47.8 mm,4.69 in / 119.1 mm,6 in / 152.4 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl08j035s,Mounted Bearing,22208,35 mm,Metric,QMPL08J035SB/QMPL08J035SC/QMPL08J035SEB/QMPL08J035SEC/QMPL08J035SEM/QMPL08J035SEN/QMPL08J035SEO/QMPL08J035SET/QMPL08J035SM/QMPL08J035SN/QMPL08J035SO/QMPL08J035ST,Eccentric,Two-Bolt Pillow Block,883450419123/883450419130/883450419147/883450419154/883450419161/883450419178/883450419185/883450419192/883450419208/883450419215/883450419222/883450419239,1.88 in/47.8 mm,3.73 in/94.7 mm,2.38 in/60.5 mm,4.69 in/119.1 mm,6 in/152.4 mm,6.88 in/174.8 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QMPMD08J035S,22208 ,35 mm,2.13 in / 54.1 mm,5.18 in / 131.6 mm,5.88 in / 149.4 mm,,,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd08j035s,Mounted Bearing,22208,35 mm,Metric,,Eccentric,Two-Bolt Pillow Block,,2.13 in/54.1 mm,4.35 in/110.5 mm,2.38 in/60.5 mm,5.18 in/131.6 mm,5.88 in/149.4 mm,7-1/4 in/184.2 mm,2.25 in/57.2 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,2.88 in/73.2 mm,1.75 in/44.5 mm,0.13 in/3.3 mm,2.75 in/69.9 mm,,,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QMSN08J035S,22208 ,35 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,22400 lbf / 99700 N,23400 lbf / 104000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn08j035s,Mounted Bearing,22208,35 mm,Metric,QMSN08J035SB/QMSN08J035SC/QMSN08J035SEB/QMSN08J035SEC/QMSN08J035SEM/QMSN08J035SEN/QMSN08J035SEO/QMSN08J035SET/QMSN08J035SM/QMSN08J035SN/QMSN08J035SO/QMSN08J035ST,Eccentric,Two-Bolt Pillow Block,883450404174/883450404181/883450404198/883450404204/883450404211/883450404228/883450404235/883450404242/883450404259/883450404266/883450404273/883450404280,2.36 in/60 mm,4.37 in/111 mm,2.38 in/60.5 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,1 in/25.4 mm,2.95 in/75 mm,1.75 in/44.5 mm,0.2 in/5 mm,2.75 in/70 mm,22400 lbf/99700 N,23400 lbf/104000 N,0.27,2.47,3.67,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0010 in/0.025 mm,0.0012,0.0018,0.0012 in/0.030 mm,0.0018 in/0.045 mm
QMSN09J040S,22209 ,40 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn09j040s-3,Mounted Bearing,22209,40 mm,Metric,QMSN09J040SB/QMSN09J040SC/QMSN09J040SEB/QMSN09J040SEC/QMSN09J040SEM/QMSN09J040SEN/QMSN09J040SEO/QMSN09J040SET/QMSN09J040SM/QMSN09J040SN/QMSN09J040SO/QMSN09J040ST,Eccentric,Two-Bolt Pillow Block,0883450096027/0883450096034/0883450096058/0883450096065/0883450096072/0883450096089/0883450096096/0883450096102/0883450160803/0883450161169/0883450253468/0883450253857,2.36 in/60 mm,4.37 in/111 mm,2.64 in/67 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,0.98 in/25 mm,3.11 in/79 mm,1.89 in/48 mm,0.24 in/6 mm,2.87 in/73 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMP09J040S,22209 ,40 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp09j040s,Mounted Bearing,22209,40 mm,Metric,QMP09J040SB/QMP09J040SC/QMP09J040SEB/QMP09J040SEC/QMP09J040SEM/QMP09J040SEN/QMP09J040SEO/QMP09J040SET/QMP09J040SM/QMP09J040SN/QMP09J040SO/QMP09J040ST,Eccentric,Two-Bolt Pillow Block,0883450249263/0883450249607/0883450294324/0883450294331/0883450294348/0883450294355/0883450294362/0883450294379/0883450294386/0883450294393/0883450294409/0883450294416,2.25 in/57.2 mm,4.25 in/108 mm,2.62 in/66.5 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.23 in/5.8 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMPL09J040S,22209 ,40 mm,2.13 in / 54.1 mm,5.25 in / 133.4 mm,5.75 in / 146.1 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl09j040s,Mounted Bearing,22209,40 mm,Metric,QMPL09J040SB/QMPL09J040SC/QMPL09J040SEB/QMPL09J040SEC/QMPL09J040SEM/QMPL09J040SEN/QMPL09J040SEO/QMPL09J040SET/QMPL09J040SM/QMPL09J040SN/QMPL09J040SO/QMPL09J040ST,Eccentric,Two-Bolt Pillow Block,0883450249942/0883450250283/0883450294829/0883450294836/0883450294843/0883450294850/0883450294867/0883450294874/0883450294881/0883450294898/0883450294904/0883450294911,2.13 in/54.1 mm,4.13 in/104.9 mm,2.62 in/66.5 mm,5.25 in/133.4 mm,5.75 in/146.1 mm,7.13 in/181.1 mm,2.37 in/60.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,1 in/25.4 mm,3.06 in/77.7 mm,1.88 in/47.8 mm,0.19 in/4.8 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMPMD09J040S,22209 ,40 mm,2.13 in / 54.1 mm,5.5 in / 139.7 mm,6.19 in / 157.2 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd09j040s,Mounted Bearing,22209,40 mm,Metric,,Eccentric,Two-Bolt Pillow Block,,2.13 in/54.1 mm,4.46 in/113.3 mm,2.38 in/60.5 mm,5.5 in/139.7 mm,6.19 in/157.2 mm,7.44 in/189 mm,2.44 in/62 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMP09J045S,22209 ,45 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp09j045s,Mounted Bearing,22209,45 mm,Metric,QMP09J045SB/QMP09J045SC/QMP09J045SEB/QMP09J045SEC/QMP09J045SEM/QMP09J045SEN/QMP09J045SEO/QMP09J045SET/QMP09J045SM/QMP09J045SN/QMP09J045SO/QMP09J045ST,Eccentric,Two-Bolt Pillow Block,0883450249287/0883450249621/0883450294423/0883450294430/0883450294447/0883450294454/0883450294461/0883450294478/0883450294485/0883450294492/0883450294508/0883450294515,2.25 in/57.2 mm,4.25 in/108 mm,2.62 in/66.5 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.23 in/5.8 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMPL09J045S,22209 ,45 mm,2.13 in / 54.1 mm,5.25 in / 133.4 mm,5.75 in / 146.1 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl09j045s,Mounted Bearing,22209,45 mm,Metric,QMPL09J045SB/QMPL09J045SC/QMPL09J045SEB/QMPL09J045SEC/QMPL09J045SEM/QMPL09J045SEN/QMPL09J045SEO/QMPL09J045SET/QMPL09J045SM/QMPL09J045SN/QMPL09J045SO/QMPL09J045ST,Eccentric,Two-Bolt Pillow Block,0883450249966/0883450250306/0883450294928/0883450294935/0883450294942/0883450294959/0883450294966/0883450294973/0883450294980/0883450294997/0883450295000/0883450295017,2.13 in/54.1 mm,4.13 in/104.9 mm,2.62 in/66.5 mm,5.25 in/133.4 mm,5.75 in/146.1 mm,7.13 in/181.1 mm,2.37 in/60.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,1 in/25.4 mm,3.06 in/77.7 mm,1.88 in/47.8 mm,0.19 in/4.8 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMPMD09J045S,22209 ,45 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,6.68 in / 169.7 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd09j045s,Mounted Bearing,22209,45 mm,Metric,,Eccentric,Two-Bolt Pillow Block,,2.25 in/57.2 mm,4.58 in/116.3 mm,2.63 in/66.8 mm,6 in/152.4 mm,6.68 in/169.7 mm,8.12 in/206.2 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QMSN09J045S,22209 ,45 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn09j045s-3,Mounted Bearing,22209,45 mm,Metric,QMSN09J045SB/QMSN09J045SC/QMSN09J045SEB/QMSN09J045SEC/QMSN09J045SEM/QMSN09J045SEN/QMSN09J045SEO/QMSN09J045SET/QMSN09J045SM/QMSN09J045SMT/QMSN09J045SN/QMSN09J045SO/QMSN09J045ST,Eccentric,Two-Bolt Pillow Block,0883450096126/0883450096133/0883450096157/0883450096164/0883450096171/0883450096188/0883450096195/0883450096201/0883450160827/0883450161183/0883450253482/0883450253871/0883450472326,2.36 in/60 mm,4.37 in/111 mm,2.64 in/67 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,0.98 in/25 mm,3.11 in/79 mm,1.89 in/48 mm,0.24 in/6 mm,2.87 in/73 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
