Part Number,Shaft Size,Shaft Size Type,Bolt Spacing Min,Bolt Spacing Max,Base to Center Height,C90 Dynamic Load Rating,Max. Speed,Lubrication,CAD,Shaft Size,Shaft Size Type,Lubrication,Housing Type,Housing Coating,Dimension B,Dimension S1,Dimension R,Dimension L,Dimension E,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,Dimension W,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating2,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load3,Fr-max Maximum Allowable Slip Fit Radial Load4,Max. Speed5,Note,EXPANSION
SAFSA-P2BA-TRB-1 7/16,1 7/16 in,Imperial ,6-1/4 in,7 in,2-1/4 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,,['1 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['2-17/32 in'],['1-1/2 in'],['1-1/32 in'],['8 in'],['2-19/32 in'],['2-3/16 in'],['6-1/4 in'],['7 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1 in'],['4-5/8 in'],['2-3/4 in'],['2-1/4 in'],['4-5/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-1 7/16E,1 7/16 in,Imperial ,6-1/4 in,7 in,2-1/4 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,,['1 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['2-17/32 in'],['1-1/2 in'],['1-1/32 in'],['8 in'],['2-19/32 in'],['2-3/16 in'],['6-1/4 in'],['7 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1 in'],['4-5/8 in'],['2-3/4 in'],['2-1/4 in'],['4-5/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
KSA-P2BA-TRB-1 7/16,1 7/16 in,Imperial ,6-1/4 in,7 in,2-3/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,,['1 7/16 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['2-17/32 in'],['1-1/2 in'],['1-1/32 in'],['8 in'],['2-19/32 in'],['2-3/16 in'],['6-1/4 in'],['7 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1-1/8 in'],['4-3/4 in'],['2-3/4 in'],['2-3/8 in'],['4-5/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
KSA-P2BA-TRB-1 1/2E,1 1/2 in,Imperial ,6-7/8 in,7-5/8 in,2-5/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['9 in'],['2-7/8 in'],['2-3/8 in'],['6-7/8 in'],['7-5/8 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1-1/8 in'],['5-5/32 in'],['3-3/16 in'],['2-5/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-1 1/2,1 1/2 in,Imperial ,158.8 mm / 6-1/4 in,177.8 mm / 7 in,59.9 mm / 2-23/64 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['72.2 mm', '2-27/32 in']","['42.9 mm', '1-11/16 in']","['29.3 mm', '1-5/32 in']","['209.6 mm', '8-1/4 in']","['73 mm', '2-7/8 in']","['60.3 mm', '2-3/8 in']","['158.8 mm', '6-1/4 in']","['177.8 mm', '7 in']","['12 mm', '1/2 in']","['14.3 mm', '9/16 in']","['23.8 mm', '15/16 in']","['25.4 mm', '1 in']","['124.6 mm', '4-29/32 in']","['81 mm', '3-3/16 in']","['59.9 mm', '2-23/64 in']","['130.2 mm', '5-1/8 in']",['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-1 1/2E,1 1/2 in,Imperial ,158.8 mm / 6-1/4 in,177.8 mm / 7 in,59.9 mm / 2-23/64 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 1/2 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['72.2 mm', '2-27/32 in']","['42.9 mm', '1-11/16 in']","['29.3 mm', '1-5/32 in']","['209.6 mm', '8-1/4 in']","['73 mm', '2-7/8 in']","['60.3 mm', '2-3/8 in']","['158.8 mm', '6-1/4 in']","['177.8 mm', '7 in']","['12 mm', '1/2 in']","['14.3 mm', '9/16 in']","['23.8 mm', '15/16 in']","['25.4 mm', '1 in']","['124.6 mm', '4-29/32 in']","['81 mm', '3-3/16 in']","['59.9 mm', '2-23/64 in']","['130.2 mm', '5-1/8 in']",['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
ESA-P2BA-TRB-1 5/8,1 5/8 in,Imperial ,5-9/16 in,6-7/16 in,2-1/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['7 3/4 in'],['2-7/8 in'],['2-3/8 in'],['5-9/16 in'],['6-7/16 in'],['1/2 in'],['5/8 in'],['1-1/16 in'],['1-1/4 in'],['4-21/32 in'],['3-3/16 in'],['2-1/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
ESA-P2BA-TRB-1 5/8E,1 5/8 in,Imperial ,5-9/16 in,6-7/16 in,2-1/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['7 3/4 in'],['2-7/8 in'],['2-3/8 in'],['5-9/16 in'],['6-7/16 in'],['1/2 in'],['5/8 in'],['1-1/16 in'],['1-1/4 in'],['4-21/32 in'],['3-3/16 in'],['2-1/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SAFSA-P2BA-TRB-1 5/8,1 5/8 in,Imperial ,6-1/4 in,7 in,2-1/4 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['8-1/4 in'],['2-7/8 in'],['2-3/8 in'],['6-1/4 in'],['7 in'],['1/2 in'],['9/16 in'],['15/16 in'],['7/8 in'],['4-25/32 in'],['3-3/16 in'],['2-1/4 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-1 5/8E,1 5/8 in,Imperial ,6-1/4 in,7 in,2-1/4 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['8-1/4 in'],['2-7/8 in'],['2-3/8 in'],['6-1/4 in'],['7 in'],['1/2 in'],['9/16 in'],['15/16 in'],['7/8 in'],['4-25/32 in'],['3-3/16 in'],['2-1/4 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
KSA-P2BA-TRB-1 5/8,1 5/8 in,Imperial ,6-7/8 in,7-5/8 in,2-5/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['9 in'],['2-7/8 in'],['2-3/8 in'],['6-7/8 in'],['7-5/8 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1-1/8 in'],['5-5/32 in'],['3-3/16 in'],['2-5/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
KSA-P2BA-TRB-1 5/8E,1 5/8 in,Imperial ,6-7/8 in,7-5/8 in,2-5/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['9 in'],['2-7/8 in'],['2-3/8 in'],['6-7/8 in'],['7-5/8 in'],['1/2 in'],['9/16 in'],['15/16 in'],['1-1/8 in'],['5-5/32 in'],['3-3/16 in'],['2-5/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-1 5/8,1 5/8 in,Imperial ,158.8 mm / 6-1/4 in,177.8 mm / 7 in,59.9 mm / 2-23/64 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['72.2 mm', '2-27/32 in']","['42.9 mm', '1-11/16 in']","['29.3 mm', '1-5/32 in']","['209.6 mm', '8-1/4 in']","['73 mm', '2-7/8 in']","['60.3 mm', '2-3/8 in']","['158.8 mm', '6-1/4 in']","['177.8 mm', '7 in']","['12 mm', '1/2 in']","['14.3 mm', '9/16 in']","['23.8 mm', '15/16 in']","['25.4 mm', '1 in']","['124.6 mm', '4-29/32 in']","['81 mm', '3-3/16 in']","['59.9 mm', '2-23/64 in']","['130.2 mm', '5-1/8 in']",['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-1 5/8E,1 5/8 in,Imperial ,158.8 mm / 6-1/4 in,177.8 mm / 7 in,59.9 mm / 2-23/64 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 5/8 in'],['Imperial'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['72.2 mm', '2-27/32 in']","['42.9 mm', '1-11/16 in']","['29.3 mm', '1-5/32 in']","['209.6 mm', '8-1/4 in']","['73 mm', '2-7/8 in']","['60.3 mm', '2-3/8 in']","['158.8 mm', '6-1/4 in']","['177.8 mm', '7 in']","['12 mm', '1/2 in']","['14.3 mm', '9/16 in']","['23.8 mm', '15/16 in']","['25.4 mm', '1 in']","['124.6 mm', '4-29/32 in']","['81 mm', '3-3/16 in']","['59.9 mm', '2-23/64 in']","['130.2 mm', '5-1/8 in']",['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
ESA-P2BA-TRB-1 11/16,1 11/16 in,Imperial ,5-9/16 in,6-7/16 in,2-1/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 11/16 in'],['Imperial'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['7 3/4 in'],['2-7/8 in'],['2-3/8 in'],['5-9/16 in'],['6-7/16 in'],['1/2 in'],['5/8 in'],['1-1/16 in'],['1-1/4 in'],['4-21/32 in'],['3-3/16 in'],['2-1/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
ESA-P2BA-TRB-1 11/16E,1 11/16 in,Imperial ,5-9/16 in,6-7/16 in,2-1/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,,['1 11/16 in'],['Imperial'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['2-27/32 in'],['1-11/16 in'],['1-5/32 in'],['7 3/4 in'],['2-7/8 in'],['2-3/8 in'],['5-9/16 in'],['6-7/16 in'],['1/2 in'],['5/8 in'],['1-1/16 in'],['1-1/4 in'],['4-21/32 in'],['3-3/16 in'],['2-1/8 in'],['5-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
