Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPH15V207S,22215 ,2 7/16 in,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 7/16 in,Imperial,QVVPH15V207SB/QVVPH15V207SC/QVVPH15V207SEB/QVVPH15V207SEC/QVVPH15V207SEM/QVVPH15V207SEN/QVVPH15V207SEO/QVVPH15V207SET/QVVPH15V207SM/QVVPH15V207SN/QVVPH15V207SO/QVVPH15V207ST,Double V-Lock,Four-Bolt Pillow Block,0883450076166/0883450076173/0883450209106/0883450209250/0883450221535/0883450221689/0883450233965/0883450234115/0883450242707/0883450242851/0883450247665/0883450247818,3.25 in/82.6 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.61 in/91.7 mm,0.71 in/18 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPR14V207S,22214 ,2 7/16 in,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,2 7/16 in,Imperial,QVVPR14V207SB/QVVPR14V207SC/QVVPR14V207SEB/QVVPR14V207SEC/QVVPR14V207SEM/QVVPR14V207SEN/QVVPR14V207SEO/QVVPR14V207SET/QVVPR14V207SM/QVVPR14V207SN/QVVPR14V207SO/QVVPR14V207ST,Double V-Lock,Four-Bolt Pillow Block,0883450080279/0883450080286/0883450080293/0883450175661/0883450175852/0883450176040/0883450204507/0883450204828/0883450216920/0883450217248/0883450229340/0883450229661,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPK15V207S,22215 ,2 7/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,2 7/16 in,Imperial,QVVPK15V207SB/QVVPK15V207SC/QVVPK15V207SEB/QVVPK15V207SEC/QVVPK15V207SEM/QVVPK15V207SEN/QVVPK15V207SEO/QVVPK15V207SET/QVVPK15V207SM/QVVPK15V207SN/QVVPK15V207SO/QVVPK15V207ST,Double V-Lock,Four-Bolt Pillow Block,0883450076500/0883450076517/0883450209519/0883450209632/0883450221917/0883450222068/0883450234405/0883450234559/0883450243087/0883450243230/0883450248044/0883450248198,3.5 in/88.9 mm,6.83 in/173.5 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.17 in/105.9 mm,0.51 in/13 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPX14V207S,22214 ,2 7/16 in,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,2 7/16 in,Imperial,QVVPX14V207SB/QVVPX14V207SC/QVVPX14V207SEB/QVVPX14V207SEC/QVVPX14V207SEM/QVVPX14V207SEN/QVVPX14V207SEO/QVVPX14V207SET/QVVPX14V207SM/QVVPX14V207SN/QVVPX14V207SO/QVVPX14V207ST,Double V-Lock,Four-Bolt Pillow Block,0883450370639/0883450370646/0883450370653/0883450370660/0883450370677/0883450370684/0883450370691/0883450370707/0883450370714/0883450370721/0883450370738/0883450370745,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,3.99 in/101.3 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPF14V208S,22214 ,2 1/2 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,2 1/2 in,Imperial,QVVPF14V208SB/QVVPF14V208SC/QVVPF14V208SEB/QVVPF14V208SEC/QVVPF14V208SEM/QVVPF14V208SEN/QVVPF14V208SEO/QVVPF14V208SET/QVVPF14V208SM/QVVPF14V208SN/QVVPF14V208SO/QVVPF14V208ST,Double V-Lock,Four-Bolt Pillow Block,0883450074445/0883450074513/0883450074544/0883450173773/0883450173964/0883450174152/0883450203784/0883450204163/0883450216203/0883450216586/0883450228626/0883450229005,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,1.75 in/44.5 mm,9.25 in/235 mm,3 in/76.2 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.55 in/90.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPG16V211S,22216 ,2 11/16 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 11/16 in,Imperial,QVVPG16V211SB/QVVPG16V211SC/QVVPG16V211SEB/QVVPG16V211SEC/QVVPG16V211SEM/QVVPG16V211SEN/QVVPG16V211SEO/QVVPG16V211SET/QVVPG16V211SM/QVVPG16V211SN/QVVPG16V211SO/QVVPG16V211ST,Double V-Lock,Four-Bolt Pillow Block,883450424523/883450424530/883450424547/883450424554/883450424561/883450424578/883450424585/883450424592/883450424608/883450424615/883450424622/883450424639,3.74 in/95 mm,7.1 in/180.3 mm,4.19 in/106.4 mm,9.25 in/235 mm,10.5 in/266.7 mm,1.97 in/50 mm,12.4 in/315 mm,3.54 in/89.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.86 in/98 mm,0.66 in/16.8 mm,4.17 in/105.9 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPH16V211S,22216 ,2 11/16 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 11/16 in,Imperial,QVVPH16V211SB/QVVPH16V211SC/QVVPH16V211SEB/QVVPH16V211SEC/QVVPH16V211SEM/QVVPH16V211SEN/QVVPH16V211SEO/QVVPH16V211SET/QVVPH16V211SM/QVVPH16V211SN/QVVPH16V211SO/QVVPH16V211ST,Double V-Lock,Four-Bolt Pillow Block,883450564557/883450564564/883450584166/883450584173/883450584180/883450584197/883450584203/883450584210/883450584227/883450584234/883450584241/883450584258,3.5 in/88.9 mm,6.96 in/176.7 mm,4.19 in/106.4 mm,9 in/228.6 mm,11 in/279.4 mm,2.13 in/54.1 mm,13 in/300.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.79 in/96.3 mm,0.61 in/15.5 mm,4.09 in/103.9 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPF16V212S,22216 ,2 3/4 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,QVVPF16V212SB/QVVPF16V212SC/QVVPF16V212SEB/QVVPF16V212SEC/QVVPF16V212SEM/QVVPF16V212SEN/QVVPF16V212SEO/QVVPF16V212SET/QVVPF16V212SM/QVVPF16V212SN/QVVPF16V212SO/QVVPF16V212ST,Double V-Lock,Four-Bolt Pillow Block,0883450075046/0883450075114/0883450075145/0883450173803/0883450173995/0883450174183/0883450203814/0883450204194/0883450216234/0883450216616/0883450228657/0883450229036,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.66 in/93 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPH17V212S,22217 ,2 3/4 in,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 3/4 in,Imperial,QVVPH17V212SB/QVVPH17V212SC/QVVPH17V212SEB/QVVPH17V212SEC/QVVPH17V212SEM/QVVPH17V212SEN/QVVPH17V212SEO/QVVPH17V212SET/QVVPH17V212SM/QVVPH17V212SN/QVVPH17V212SO/QVVPH17V212ST,Double V-Lock,Four-Bolt Pillow Block,0883450148665/0883450148856/0883450153355/0883450153508/0883450176347/0883450176545/0883450185554/0883450185707/0883450279109/0883450279253/0883450283304/0883450283458,3.75 in/95.3 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.91 in/99.3 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPR16V212S,22216 ,2 3/4 in,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,QVVPR16V212SB/QVVPR16V212SC/QVVPR16V212SEB/QVVPR16V212SEC/QVVPR16V212SEM/QVVPR16V212SEN/QVVPR16V212SEO/QVVPR16V212SET/QVVPR16V212SM/QVVPR16V212SN/QVVPR16V212SO/QVVPR16V212ST,Double V-Lock,Four-Bolt Pillow Block,0883450080842/0883450080910/0883450080941/0883450175708/0883450175890/0883450176088/0883450204545/0883450204866/0883450216968/0883450217286/0883450229388/0883450229708,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,3.78 in/96 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPK17V212S,22217 ,2 3/4 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 3/4 in,Imperial,QVVPK17V212SB/QVVPK17V212SC/QVVPK17V212SEB/QVVPK17V212SEC/QVVPK17V212SEM/QVVPK17V212SEN/QVVPK17V212SEO/QVVPK17V212SET/QVVPK17V212SM/QVVPK17V212SN/QVVPK17V212SO/QVVPK17V212ST,Double V-Lock,Four-Bolt Pillow Block,0883450149426/0883450149556/0883450153874/0883450153966/0883450176965/0883450177054/0883450186995/0883450187169/0883450279628/0883450279710/0883450283823/0883450283915,4 in/101.6 mm,7.92 in/201.2 mm,4.19 in/106.4 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.34 in/8.6 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPX16V212S,22216 ,2 3/4 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,QVVPX16V212SB/QVVPX16V212SC/QVVPX16V212SEB/QVVPX16V212SEC/QVVPX16V212SEM/QVVPX16V212SEN/QVVPX16V212SEO/QVVPX16V212SET/QVVPX16V212SM/QVVPX16V212SN/QVVPX16V212SO/QVVPX16V212ST,Double V-Lock,Four-Bolt Pillow Block,0883450371230/0883450371247/0883450371254/0883450371261/0883450371278/0883450371285/0883450371292/0883450371308/0883450371315/0883450371322/0883450371339/0883450371346,3.5 in/88.9 mm,6.83 in/173.5 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.22 in/107.2 mm,0.56 in/14.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPG16V212S,22216 ,2 3/4 in,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,QVVPG16V212SB/QVVPG16V212SC/QVVPG16V212SEB/QVVPG16V212SEC/QVVPG16V212SEM/QVVPG16V212SEN/QVVPG16V212SEO/QVVPG16V212SET/QVVPG16V212SM/QVVPG16V212SN/QVVPG16V212SO/QVVPG16V212ST,Double V-Lock,Four-Bolt Pillow Block,883450424646/883450424653/883450424660/883450424677/883450424684/883450424691/883450424707/883450424714/883450424721/883450424738/883450424745/883450424752,3.74 in/95 mm,7.1 in/180.3 mm,4.19 in/106.4 mm,9.25 in/235 mm,10.5 in/266.7 mm,1.97 in/50 mm,12.4 in/315 mm,3.54 in/89.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.86 in/98 mm,0.66 in/16.8 mm,4.17 in/105.9 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPH16V212S,22216 ,2 3/4 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 3/4 in,Imperial,QVVPH16V212SB/QVVPH16V212SC/QVVPH16V212SEB/QVVPH16V212SEC/QVVPH16V212SEM/QVVPH16V212SEN/QVVPH16V212SEO/QVVPH16V212SET/QVVPH16V212SM/QVVPH16V212SN/QVVPH16V212SO/QVVPH16V212ST,Double V-Lock,Four-Bolt Pillow Block,883450564571/883450564588/883450584265/883450584272/883450584289/883450584296/883450584302/883450584319/883450584326/883450584333/883450584340/883450584357,3.5 in/88.9 mm,6.96 in/176.7 mm,4.19 in/106.4 mm,9 in/228.6 mm,11 in/279.4 mm,2.13 in/54.1 mm,13 in/300.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.79 in/96.3 mm,0.61 in/15.5 mm,4.09 in/103.9 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPF16V215S,22216 ,2 15/16 in,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 15/16 in,Imperial,QVVPF16V215SB/QVVPF16V215SC/QVVPF16V215SEB/QVVPF16V215SEC/QVVPF16V215SEM/QVVPF16V215SEMT/QVVPF16V215SEN/QVVPF16V215SEO/QVVPF16V215SET/QVVPF16V215SM/QVVPF16V215SMT/QVVPF16V215SN/QVVPF16V215SO/QVVPF16V215ST,Double V-Lock,Four-Bolt Pillow Block,0883450075213/0883450075244/0883450075312/0883450173827/0883450174015/0883450174206/0883450203838/0883450204217/0883450216258/0883450216630/0883450228671/0883450229050/0883450476614/0883450476621,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.66 in/93 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPG17V215S,22217 ,2 15/16 in,3.74 in / 95 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,QVVPG17V215SB/QVVPG17V215SC/QVVPG17V215SEB/QVVPG17V215SEC/QVVPG17V215SEM/QVVPG17V215SEN/QVVPG17V215SEO/QVVPG17V215SET/QVVPG17V215SM/QVVPG17V215SN/QVVPG17V215SO/QVVPG17V215ST,Double V-Lock,Four-Bolt Pillow Block,0883450075886/0883450075893/0883450208833/0883450208987/0883450221269/0883450221412/0883450233699/0883450233842/0883450242431/0883450242585/0883450247399/0883450247542,3.74 in/95 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.06 in/52.3 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.91 in/99.3 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPH17V215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,QVVPH17V215SB/QVVPH17V215SC/QVVPH17V215SEB/QVVPH17V215SEC/QVVPH17V215SEM/QVVPH17V215SEN/QVVPH17V215SEO/QVVPH17V215SET/QVVPH17V215SETNG/QVVPH17V215SM/QVVPH17V215SN/QVVPH17V215SO/QVVPH17V215ST/QVVPH17V215STNG,Double V-Lock,Four-Bolt Pillow Block,0883450076227/0883450076234/0883450209137/0883450209281/0883450221566/0883450221719/0883450233996/0883450234146/0883450242738/0883450242882/0883450247696/0883450247849/0883450492553/0883450492560,3.75 in/95.3 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.91 in/99.3 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPR16V215S,22216 ,2 15/16 in,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 15/16 in,Imperial,QVVPR16V215SB/QVVPR16V215SC/QVVPR16V215SEB/QVVPR16V215SEC/QVVPR16V215SEM/QVVPR16V215SEN/QVVPR16V215SEO/QVVPR16V215SET/QVVPR16V215SETNG/QVVPR16V215SM/QVVPR16V215SN/QVVPR16V215SO/QVVPR16V215ST/QVVPR16V215STNG,Double V-Lock,Four-Bolt Pillow Block,0883450081016/0883450081047/0883450081115/0883450175722/0883450175913/0883450176101/0883450204569/0883450204880/0883450216982/0883450217309/0883450229401/0883450229722/0883450501606/0883450501613,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,3.78 in/96 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPK17V215S,22217 ,2 15/16 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,2 15/16 in,Imperial,QVVPK17V215SB/QVVPK17V215SC/QVVPK17V215SEB/QVVPK17V215SEC/QVVPK17V215SEM/QVVPK17V215SEN/QVVPK17V215SEO/QVVPK17V215SET/QVVPK17V215SM/QVVPK17V215SO/QVVPK17V215ST,Double V-Lock,Four-Bolt Pillow Block,0883450076746/0883450076814/0883450209663/0883450221948/0883450222099/0883450234436/0883450234580/0883450243117/0883450243261/0883450248075/0883450248228,4 in/101.6 mm,7.92 in/201.2 mm,4.19 in/106.4 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.34 in/8.6 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPX16V215S,22216 ,2 15/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,2 15/16 in,Imperial,QVVPX16V215SB/QVVPX16V215SC/QVVPX16V215SEB/QVVPX16V215SEC/QVVPX16V215SEM/QVVPX16V215SEN/QVVPX16V215SEO/QVVPX16V215SET/QVVPX16V215SM/QVVPX16V215SN/QVVPX16V215SO/QVVPX16V215ST,Double V-Lock,Four-Bolt Pillow Block,0883450371353/0883450371360/0883450371377/0883450371384/0883450371391/0883450371407/0883450371414/0883450371421/0883450371438/0883450371445/0883450371452/0883450371469,3.5 in/88.9 mm,6.83 in/173.5 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.22 in/107.2 mm,0.56 in/14.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
