Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P2B-TRB-1 1/2-SLA,1 1/2 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Industrial ,E-Coat ,,['1 1/2 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 1/2-SLJ,1 1/2 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Food Grade ,E-Coat ,,['1 1/2 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 5/8,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],['053893606729'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 5/8-ECC,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],['0883450503921'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['3.357 in'],['3.95 in'],
E-P2B-TRB-1 5/8-ECO/ECC,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],['0883450505550'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['4.439 in'],['3.95 in'],['EUDR-1 5/8']
E-P2B-TRB-1 5/8-ECO/ECO,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],['0883450508780'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.539 in'],['3.95 in'],['EUDR-1 5/8']
E-P2B-TRB-1 5/8-ECO,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],['0883450507158'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['3.457 in'],['3.95 in'],['EUDR-1 5/8']
E-P2B-TRB-1 5/8-SLA,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Industrial ,E-Coat ,,['1 5/8 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 5/8-SLJ,1 5/8 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Food Grade ,E-Coat ,,['1 5/8 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 11/16,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],['053893606736'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 11/16-ECC,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],['0883450503877'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['3.357 in'],['3.95 in'],
E-P2B-TRB-1 11/16-ECO/ECC,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],['0883450505505'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['4.439 in'],['3.95 in'],['EUDR-1 11/16']
E-P2B-TRB-1 11/16-ECO/ECO,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],['0883450508735'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.539 in'],['3.95 in'],['EUDR-1 11/16']
E-P2B-TRB-1 11/16-ECO,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],['0883450507103'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['3.457 in'],['3.95 in'],['EUDR-1 11/16']
E-P2B-TRB-1 11/16-SLA,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Industrial ,E-Coat ,,['1 11/16 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 11/16-SLJ,1 11/16 in,Imperial ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Solid Lube - Food Grade ,E-Coat ,,['1 11/16 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-1 3/4,1 3/4 in,Imperial ,8-7/8 in,2-1/2 in,10300 lbf,3050 rpm,Grease - Premium Industrial ,E-Coat ,,['1 3/4 in'],['Imperial'],['053893586991'],['Grease - Premium Industrial'],['E-Coat'],['3-1/2 in'],['8-7/8 in'],['2-1/2 in'],['6-7/8 in'],['7-1/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/16 in'],['4-1/2 in'],['3-7/16 in'],['2-1/4 in'],['0.33'],['0.87'],['2.64'],['0.7'],['3.18'],['1.83'],['10300 lbf'],['43000 lbf'],['2590 lbf'],['8400 lbf'],['3050 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
